order,species,taxonKey,frozen,tissue,buffer,tissUbuff
Chiroptera,Acerodon celebensis,5218704,1,1,5,6
Chiroptera,Acerodon celebensis,8349090,0,0,0,0
Chiroptera,Acerodon humilis,5218706,0,0,6,6
Chiroptera,Acerodon jubatus,5218703,0,0,13,13
Chiroptera,Acerodon jubatus,5218705,0,0,0,0
Chiroptera,Acerodon jubatus,5706973,0,0,0,0
Chiroptera,Acerodon jubatus,5706975,0,0,0,0
Chiroptera,Acerodon jubatus,5706979,0,0,0,0
Chiroptera,Acerodon jubatus,8970941,0,0,0,0
Chiroptera,Acerodon jubatus,10781494,0,1,0,1
Chiroptera,Acerodon leucotis,5218707,0,0,0,0
Chiroptera,Acerodon leucotis,5706976,0,0,0,0
Chiroptera,Acerodon leucotis,5706980,0,0,0,0
Chiroptera,Acerodon macklotii,5218702,0,0,0,0
Chiroptera,Acerodon macklotii,5706982,0,0,0,0
Chiroptera,Acerodon macklotii,8024826,0,0,0,0
Chiroptera,Acerodon macklotii,9184404,0,0,0,0
Chiroptera,Acerodon macklotii,11305802,0,0,0,0
Chiroptera,Acerodon macklotii,11332505,0,0,0,0
Chiroptera,Acerodon macklotii,11333133,0,0,0,0
Chiroptera,Acerodon macklotii,11360223,0,0,0,0
Chiroptera,Acerodon macklotii,11360884,0,0,0,0
Chiroptera,Aeorestes cinereus,5218544,9,127,128,231
Chiroptera,Aeorestes cinereus,7193858,2,86,142,190
Chiroptera,Aeorestes cinereus,9876224,0,0,0,0
Chiroptera,Aeorestes cinereus,10270748,0,0,0,0
Chiroptera,Aeorestes cinereus,10412560,0,0,0,0
Chiroptera,Aeorestes cinereus,11138256,0,29,11,40
Chiroptera,Aeorestes egregius,5218547,0,0,0,0
Chiroptera,Aeorestes egregius,7453924,0,0,0,0
Chiroptera,Aeorestes egregius,10318957,0,0,0,0
Chiroptera,Aeorestes egregius,11116627,0,0,0,0
Chiroptera,Aeorestes semotus,5218545,0,0,11,11
Chiroptera,Aeorestes semotus,9147524,0,0,0,0
Chiroptera,Aeorestes semotus,11210232,0,0,0,0
Chiroptera,Aeorestes villosissimus,5707208,0,0,2,2
Chiroptera,Aeorestes villosissimus,9029858,0,0,0,0
Chiroptera,Aeorestes villosissimus,10441188,0,0,0,0
Chiroptera,Aeorestes villosissimus,11017121,0,1,0,1
Chiroptera,Aeorestes villosissimus,11213133,0,0,0,0
Chiroptera,Aethalops aequalis,4265673,0,0,0,0
Chiroptera,Aethalops alecto,2432974,0,17,7,19
Chiroptera,Aethalops alecto,4265670,0,0,0,0
Chiroptera,Aethalops alecto,4265671,0,0,0,0
Chiroptera,Aethalops alecto,8879778,0,0,0,0
Chiroptera,Aethalops alecto,9864905,0,0,0,0
Chiroptera,Aethalops alecto,10423957,0,0,0,0
Chiroptera,Afronycteris helios,4265918,0,0,0,0
Chiroptera,Afronycteris helios,5787606,0,0,0,0
Chiroptera,Afronycteris helios,11005299,0,0,0,0
Chiroptera,Afronycteris nanus,4265905,0,0,0,0
Chiroptera,Afronycteris nanus,4265907,0,0,0,0
Chiroptera,Afronycteris nanus,4265928,0,0,0,0
Chiroptera,Afronycteris nanus,4265929,0,0,1,1
Chiroptera,Afronycteris nanus,5218478,0,0,144,144
Chiroptera,Afronycteris nanus,7261794,2,16,6,22
Chiroptera,Afronycteris nanus,7261795,0,0,0,0
Chiroptera,Afronycteris nanus,8390341,0,3,8,11
Chiroptera,Afronycteris nanus,8740265,0,0,2,2
Chiroptera,Afronycteris nanus,8773035,0,0,0,0
Chiroptera,Afronycteris nanus,10149161,0,0,0,0
Chiroptera,Afronycteris nanus,10726961,0,0,0,0
Chiroptera,Afronycteris nanus,11201913,0,0,0,0
Chiroptera,Afronycteris nanus,11271357,0,0,0,0
Chiroptera,Alionycteris paucidentata,2432970,0,6,0,6
Chiroptera,Alionycteris paucidentata,10896003,0,0,0,0
Chiroptera,Ametrida centurio,2433235,17,39,31,69
Chiroptera,Ametrida centurio,10258146,0,0,0,0
Chiroptera,Amorphochilus schnablii,2432771,0,0,5,5
Chiroptera,Anoura aequatoris,7677336,0,37,17,37
Chiroptera,Anoura aequatoris,10993636,0,4,0,4
Chiroptera,Anoura cadenai,8017285,0,1,0,1
Chiroptera,Anoura caudifer,5963039,0,0,3,3
Chiroptera,Anoura caudifer,5963040,1,64,93,148
Chiroptera,Anoura caudifer,9983861,0,0,0,0
Chiroptera,Anoura caudifer,10624072,0,0,0,0
Chiroptera,Anoura cultrata,5963042,0,10,10,19
Chiroptera,Anoura cultrata,10060303,0,0,0,0
Chiroptera,Anoura fistulata,6100703,0,3,2,3
Chiroptera,Anoura geoffroyi,5963041,0,88,271,352
Chiroptera,Anoura geoffroyi,6075543,0,47,136,178
Chiroptera,Anoura geoffroyi,7261676,0,26,130,130
Chiroptera,Anoura geoffroyi,9091482,0,0,0,0
Chiroptera,Anoura geoffroyi,10304340,0,0,0,0
Chiroptera,Anoura geoffroyi,10378746,0,0,0,0
Chiroptera,Anoura javieri,10772218,0,0,0,0
Chiroptera,Anoura latidens,5963038,0,1,0,1
Chiroptera,Anoura latidens,8190639,0,0,0,0
Chiroptera,Anoura latidens,9909804,0,0,0,0
Chiroptera,Anoura luismanueli,6075542,0,0,0,0
Chiroptera,Anoura peruana,6075541,0,8,1,9
Chiroptera,Anoura peruana,8140031,0,1,1,2
Chiroptera,Anthops omatus,10866317,0,0,0,0
Chiroptera,Anthops ornatus,2432610,0,0,2,2
Chiroptera,Antrozous pallidus,2432339,1,152,109,256
Chiroptera,Antrozous pallidus,4266061,0,0,0,0
Chiroptera,Antrozous pallidus,4266063,0,24,40,64
Chiroptera,Antrozous pallidus,4266065,0,11,11,12
Chiroptera,Antrozous pallidus,4266066,0,24,42,56
Chiroptera,Antrozous pallidus,7261827,0,93,330,401
Chiroptera,Antrozous pallidus,9993499,0,0,0,0
Chiroptera,Antrozous pallidus,10050689,0,0,0,0
Chiroptera,Antrozous pallidus,10633744,0,0,0,0
Chiroptera,Aproteles bulmerae,2432939,0,0,0,0
Chiroptera,Archaeonycteris relicta,8501465,0,0,0,0
Chiroptera,Ardops nichollsi,2433277,0,71,70,75
Chiroptera,Ardops nichollsi,4265412,0,4,0,4
Chiroptera,Ardops nichollsi,4265413,0,0,1,1
Chiroptera,Ardops nichollsi,4265414,0,4,28,32
Chiroptera,Ardops nichollsi,4265415,0,0,36,36
Chiroptera,Ardops nichollsi,4265416,0,0,0,0
Chiroptera,Ardops nichollsi,8920176,0,0,2,2
Chiroptera,Arielulus circumdatus,4265946,0,0,0,0
Chiroptera,Arielulus circumdatus,5218466,0,0,0,0
Chiroptera,Arielulus circumdatus,10220388,0,0,0,0
Chiroptera,Arielulus cuprosus,4265949,0,2,0,2
Chiroptera,Arielulus cuprosus,5218492,0,0,0,0
Chiroptera,Arielulus societatis,4265947,0,0,0,0
Chiroptera,Arielulus societatis,5218468,0,0,0,0
Chiroptera,Ariteus flavescens,2433307,2,6,55,59
Chiroptera,Artibeus aequatorialis,4265323,0,0,0,0
Chiroptera,Artibeus aequatorialis,8022257,0,105,92,105
Chiroptera,Artibeus amplus,2433266,0,3,1,3
Chiroptera,Artibeus amplus,10007998,0,0,0,0
Chiroptera,Artibeus anderseni,2433273,2,19,39,57
Chiroptera,Artibeus anderseni,4832188,0,6,2,8
Chiroptera,Artibeus anderseni,10648400,0,0,0,0
Chiroptera,Artibeus anderseni,10902876,0,0,0,0
Chiroptera,Artibeus aztecus,2433261,0,9,29,34
Chiroptera,Artibeus aztecus,4265330,0,1,3,4
Chiroptera,Artibeus aztecus,4265338,0,0,0,0
Chiroptera,Artibeus aztecus,7261673,0,7,5,11
Chiroptera,Artibeus aztecus,7632206,0,36,14,38
Chiroptera,Artibeus aztecus,8867069,0,5,7,12
Chiroptera,Artibeus aztecus,9015483,0,85,106,117
Chiroptera,Artibeus aztecus,10036158,0,0,0,0
Chiroptera,Artibeus bogotensis,7793116,0,4,8,10
Chiroptera,Artibeus bogotensis,8219932,0,4,0,4
Chiroptera,Artibeus bogotensis,8827146,0,0,0,0
Chiroptera,Artibeus bogotensis,9857485,0,0,0,0
Chiroptera,Artibeus cinereus,2433267,6,69,269,326
Chiroptera,Artibeus cinereus,8234645,0,7,11,16
Chiroptera,Artibeus cinereus,9972542,0,0,0,0
Chiroptera,Artibeus cinereus,10612620,0,0,0,0
Chiroptera,Artibeus concolor,2433274,14,39,6,44
Chiroptera,Artibeus concolor,4832197,0,0,0,0
Chiroptera,Artibeus concolor,10071680,0,0,0,0
Chiroptera,Artibeus fimbriatus,2433268,0,87,120,161
Chiroptera,Artibeus fimbriatus,10251880,0,0,0,0
Chiroptera,Artibeus fraterculus,2433275,0,261,240,349
Chiroptera,Artibeus fraterculus,10467362,0,0,0,0
Chiroptera,Artibeus glaucus,2433262,2,25,265,276
Chiroptera,Artibeus glaucus,4832192,0,6,66,72
Chiroptera,Artibeus glaucus,10431487,0,0,0,0
Chiroptera,Artibeus gnomus,4265331,24,39,3,41
Chiroptera,Artibeus gnomus,4832191,0,0,1,1
Chiroptera,Artibeus gnomus,10525138,0,0,0,0
Chiroptera,Artibeus hirsutus,2433263,0,13,104,117
Chiroptera,Artibeus inopinatus,2433269,0,104,319,343
Chiroptera,Artibeus jamaicensis,2433272,16,872,3279,3590
Chiroptera,Artibeus jamaicensis,4265312,0,91,545,584
Chiroptera,Artibeus jamaicensis,4265314,6,27,536,551
Chiroptera,Artibeus jamaicensis,4265316,0,96,650,667
Chiroptera,Artibeus jamaicensis,4265319,0,38,240,268
Chiroptera,Artibeus jamaicensis,4265320,1,52,298,337
Chiroptera,Artibeus jamaicensis,4265321,0,66,329,380
Chiroptera,Artibeus jamaicensis,9828369,0,0,0,0
Chiroptera,Artibeus jamaicensis,10222375,0,0,0,0
Chiroptera,Artibeus jamaicensis,10461095,0,0,0,0
Chiroptera,Artibeus lituratus,2433270,16,1089,3118,3534
Chiroptera,Artibeus lituratus,4265317,0,0,0,0
Chiroptera,Artibeus lituratus,4265327,3,37,460,483
Chiroptera,Artibeus lituratus,4832182,0,95,200,217
Chiroptera,Artibeus lituratus,7261671,33,84,53,133
Chiroptera,Artibeus lituratus,9031261,0,0,0,0
Chiroptera,Artibeus lituratus,10315751,0,0,0,0
Chiroptera,Artibeus lituratus,11154978,1,47,231,243
Chiroptera,Artibeus obscurus,2433259,37,236,89,313
Chiroptera,Artibeus obscurus,7660560,0,31,0,31
Chiroptera,Artibeus obscurus,9915019,0,0,0,0
Chiroptera,Artibeus obscurus,10129191,0,0,0,0
Chiroptera,Artibeus obscurus,10554655,0,0,0,0
Chiroptera,Artibeus phaeotis,2433264,5,81,134,193
Chiroptera,Artibeus phaeotis,4265328,2,18,42,43
Chiroptera,Artibeus phaeotis,4265336,0,28,73,76
Chiroptera,Artibeus phaeotis,7261672,1,14,106,107
Chiroptera,Artibeus phaeotis,7988605,0,0,0,0
Chiroptera,Artibeus phaeotis,8263789,0,57,202,259
Chiroptera,Artibeus phaeotis,9885635,0,0,0,0
Chiroptera,Artibeus phaeotis,10280170,0,0,0,0
Chiroptera,Artibeus phaeotis,10403091,0,0,0,0
Chiroptera,Artibeus phaeotis,11226389,0,0,8,8
Chiroptera,Artibeus planirostris,2433271,0,267,204,429
Chiroptera,Artibeus planirostris,4265313,1,13,59,59
Chiroptera,Artibeus planirostris,4265318,0,0,161,161
Chiroptera,Artibeus planirostris,4265324,0,0,15,15
Chiroptera,Artibeus planirostris,4265325,0,0,15,15
Chiroptera,Artibeus planirostris,4265326,0,20,294,297
Chiroptera,Artibeus planirostris,8760661,0,0,14,14
Chiroptera,Artibeus planirostris,8812494,0,0,0,0
Chiroptera,Artibeus planirostris,8846101,0,11,11,11
Chiroptera,Artibeus planirostris,9147844,0,0,0,0
Chiroptera,Artibeus planirostris,10158532,0,0,0,0
Chiroptera,Artibeus planirostris,11115279,15,17,1,18
Chiroptera,Artibeus planirostris,11147403,2,19,28,34
Chiroptera,Artibeus planirostris,11179576,0,4,1,4
Chiroptera,Artibeus ravus,4265333,0,0,0,0
Chiroptera,Artibeus ravus,7439917,0,2,11,13
Chiroptera,Artibeus ravus,11251946,0,9,6,9
Chiroptera,Artibeus rosenbergi,5787382,0,1,0,1
Chiroptera,Artibeus rosenbergi,7719378,0,6,4,6
Chiroptera,Artibeus schwartzi,4265315,0,0,0,0
Chiroptera,Artibeus schwartzi,8038457,0,209,245,248
Chiroptera,Artibeus toltecus,2433260,0,31,218,243
Chiroptera,Artibeus toltecus,4265329,1,10,64,69
Chiroptera,Artibeus toltecus,4265334,0,3,31,32
Chiroptera,Artibeus toltecus,4832190,1,57,72,99
Chiroptera,Artibeus toltecus,10216171,0,0,0,0
Chiroptera,Artibeus watsoni,4265337,2,32,68,81
Chiroptera,Artibeus watsoni,4265339,0,4,0,4
Chiroptera,Artibeus watsoni,4832189,1,11,21,31
Chiroptera,Artibeus watsoni,4832193,0,0,0,0
Chiroptera,Artibeus watsoni,9978741,0,0,0,0
Chiroptera,Artibeus watsoni,10065484,0,0,0,0
Chiroptera,Artibeus watsoni,10309508,0,0,0,0
Chiroptera,Artibeus watsoni,10373529,0,0,0,0
Chiroptera,Artibeus watsoni,10618893,0,0,0,0
Chiroptera,Asellia arabica,7386942,0,0,0,0
Chiroptera,Asellia italosomalica,8123704,0,0,0,0
Chiroptera,Asellia patrizii,2432601,0,0,0,0
Chiroptera,Asellia tridens,2432602,0,59,16,75
Chiroptera,Asellia tridens,4265488,0,0,2,2
Chiroptera,Asellia tridens,7261700,0,0,10,10
Chiroptera,Asellia tridens,10205757,0,0,0,0
Chiroptera,Aselliscus dongbacanus,10686475,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,2432598,2,2,6,8
Chiroptera,Aselliscus stoliczkanus,9830327,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,9913007,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,9980678,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10063492,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10073633,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10214192,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10224362,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10307524,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10375496,0,0,0,0
Chiroptera,Aselliscus stoliczkanus,10459121,0,0,0,0
Chiroptera,Aselliscus tricuspidatus,2432599,1,10,294,304
Chiroptera,Aselliscus tricuspidatus,4265588,0,6,1,7
Chiroptera,Aselliscus tricuspidatus,4265589,0,0,0,0
Chiroptera,Aselliscus tricuspidatus,4265590,0,0,0,0
Chiroptera,Aselliscus tricuspidatus,7261722,0,0,23,23
Chiroptera,Austronomus australis,2433013,0,0,2,2
Chiroptera,Austronomus australis,10774765,52,52,300,349
Chiroptera,Austronomus kuboriensis,4266601,0,0,0,0
Chiroptera,Balantiopteryx infosca,10757821,0,0,0,0
Chiroptera,Balantiopteryx infusca,2433134,0,0,0,0
Chiroptera,Balantiopteryx io,2433133,2,2,172,174
Chiroptera,Balantiopteryx io,10464337,0,0,0,0
Chiroptera,Balantiopteryx io,11075832,0,0,0,0
Chiroptera,Balantiopteryx plicata,2433132,0,117,387,408
Chiroptera,Balantiopteryx plicata,4265247,0,0,41,41
Chiroptera,Balantiopteryx plicata,7261655,0,73,842,886
Chiroptera,Balantiopteryx plicata,10219180,0,0,0,0
Chiroptera,Balionycteris maculata,2432945,2,26,7,29
Chiroptera,Balionycteris maculata,4265622,0,0,0,0
Chiroptera,Balionycteris maculata,8835486,0,0,0,0
Chiroptera,Balionycteris maculata,10028695,0,0,0,0
Chiroptera,Balionycteris maculata,10259379,0,1,0,1
Chiroptera,Balionycteris seimundi,4265623,0,0,0,0
Chiroptera,Balionycteris seimundi,10781463,0,1,0,1
Chiroptera,Barbastella barbastellus,2432582,0,3,45,48
Chiroptera,Barbastella barbastellus,7261830,0,0,0,0
Chiroptera,Barbastella barbastellus,10514673,0,0,0,0
Chiroptera,Barbastella beijingensis,7725730,0,0,0,0
Chiroptera,Barbastella caspica,5787711,0,0,0,0
Chiroptera,Barbastella darjelingensis,4266073,0,0,0,0
Chiroptera,Barbastella darjelingensis,10018383,0,0,0,0
Chiroptera,Barbastella darjelingensis,10269773,0,0,1,1
Chiroptera,Barbastella leucomelas,2432581,0,0,1,1
Chiroptera,Barbastella leucomelas,7261829,0,0,0,0
Chiroptera,Barbastella leucomelas,10168932,0,0,0,0
Chiroptera,Barbastella pacifica,10602268,0,0,0,0
Chiroptera,Bauerus dubiaquercus,2432338,0,2,0,2
Chiroptera,Bauerus dubiaquercus,4265862,3,4,3,5
Chiroptera,Bauerus dubiaquercus,10657846,0,0,0,0
Chiroptera,Boneia bidens,2432843,0,0,0,0
Chiroptera,Boneia bidens,4265740,0,0,16,16
Chiroptera,Brachyphylla cavernarum,5218760,0,212,305,317
Chiroptera,Brachyphylla cavernarum,5706821,0,3,41,41
Chiroptera,Brachyphylla cavernarum,5706823,0,0,1,1
Chiroptera,Brachyphylla cavernarum,7261680,0,30,311,341
Chiroptera,Brachyphylla cavernarum,9901357,0,0,0,0
Chiroptera,Brachyphylla nana,5218761,6,6,35,41
Chiroptera,Brachyphylla nana,11306936,0,0,0,0
Chiroptera,Cabreramops aequatorianus,4832117,0,0,0,0
Chiroptera,Cardioderma cor,2433356,0,26,21,47
Chiroptera,Cardioderma cor,7738209,0,0,0,0
Chiroptera,Cardioderma cor,10310544,0,0,0,0
Chiroptera,Cardioderma leakeyi,11122254,0,0,0,0
Chiroptera,Carollia benkeithi,8062282,0,12,0,12
Chiroptera,Carollia brevicaudum,2433177,0,0,0,0
Chiroptera,Carollia brevicaudum,4265409,0,0,0,0
Chiroptera,Carollia brevicaudum,11264537,12,422,1046,1334
Chiroptera,Carollia castanea,2433178,7,223,557,725
Chiroptera,Carollia castanea,9945319,0,0,0,0
Chiroptera,Carollia castanea,10343002,0,0,0,0
Chiroptera,Carollia castanea,10585265,0,0,0,0
Chiroptera,Carollia manu,5787391,0,2,0,2
Chiroptera,Carollia monohernandezi,7627188,0,0,0,0
Chiroptera,Carollia perspicillata,2433176,10,606,2640,3119
Chiroptera,Carollia perspicillata,10491571,0,0,0,0
Chiroptera,Carollia perspicillata,11152138,7,28,1109,1111
Chiroptera,Carollia perspicillata,11204237,35,63,200,262
Chiroptera,Carollia sowelli,4265408,5,152,45,183
Chiroptera,Carollia sowelli,9948313,0,0,0,0
Chiroptera,Carollia sowelli,10095752,0,0,0,0
Chiroptera,Carollia sowelli,10588261,0,0,0,0
Chiroptera,Carollia subrufa,2433175,1,39,349,376
Chiroptera,Carollia subrufa,10339976,0,0,0,0
Chiroptera,Casinycteris argynnis,2432853,1,1,7,8
Chiroptera,Casinycteris campomaanensis,8377991,0,0,0,0
Chiroptera,Casinycteris ophiodon,2432779,0,0,2,2
Chiroptera,Casinycteris ophiodon,7642785,0,0,0,0
Chiroptera,Cassistrellus dimissus,2432370,0,0,0,0
Chiroptera,Cassistrellus dimissus,4266017,0,0,0,0
Chiroptera,Cassistrellus dimissus,11221197,0,0,6,6
Chiroptera,Cassistrellus yokdonensis,9510785,0,0,0,0
Chiroptera,Centronycteris centralis,4265249,0,3,4,5
Chiroptera,Centronycteris maximiliani,2433136,1,2,6,7
Chiroptera,Centronycteris maximiliani,9882423,0,0,0,0
Chiroptera,Centurio senex,2433148,0,6,29,35
Chiroptera,Centurio senex,4265430,0,0,3,3
Chiroptera,Centurio senex,7261687,5,20,48,63
Chiroptera,Centurio senex,10365083,0,0,0,0
Chiroptera,Chaerephon aloysiisabaudiae,5218717,0,0,0,0
Chiroptera,Chaerephon aloysiisabaudiae,5787344,0,0,0,0
Chiroptera,Chaerephon ansorgei,5218722,0,36,12,48
Chiroptera,Chaerephon ansorgei,5787376,0,0,0,0
Chiroptera,Chaerephon ansorgei,8405862,0,0,2,2
Chiroptera,Chaerephon atsinanana,8280249,0,33,0,33
Chiroptera,Chaerephon bemmeleni,5218713,0,0,0,0
Chiroptera,Chaerephon bemmeleni,5707217,0,0,0,0
Chiroptera,Chaerephon bemmeleni,5787342,0,0,0,0
Chiroptera,Chaerephon bivittatus,5218718,0,0,0,0
Chiroptera,Chaerephon bivittatus,5707233,0,10,0,10
Chiroptera,Chaerephon bivittatus,5787374,0,0,0,0
Chiroptera,Chaerephon bregullae,5707225,0,0,0,0
Chiroptera,Chaerephon bregullae,8789285,0,0,0,0
Chiroptera,Chaerephon chapini,5218723,0,0,7,7
Chiroptera,Chaerephon chapini,5707224,0,0,0,0
Chiroptera,Chaerephon chapini,5787325,0,0,0,0
Chiroptera,Chaerephon chapini,7261919,0,0,0,0
Chiroptera,Chaerephon gallagheri,5218714,0,0,0,0
Chiroptera,Chaerephon gallagheri,5787340,0,0,0,0
Chiroptera,Chaerephon jobensis,5218719,5,16,235,251
Chiroptera,Chaerephon jobensis,5707219,0,5,5,5
Chiroptera,Chaerephon jobensis,5787372,0,0,0,0
Chiroptera,Chaerephon jobensis,7261917,0,0,0,0
Chiroptera,Chaerephon jobimena,8004484,0,2,0,2
Chiroptera,Chaerephon johorensis,5218715,0,0,2,2
Chiroptera,Chaerephon johorensis,5787339,0,1,0,1
Chiroptera,Chaerephon leucogaster,5707228,0,64,19,83
Chiroptera,Chaerephon major,5218720,0,0,20,20
Chiroptera,Chaerephon major,5787370,0,0,0,0
Chiroptera,Chaerephon nigeriae,5218711,0,1,7,8
Chiroptera,Chaerephon nigeriae,5707220,0,0,0,0
Chiroptera,Chaerephon nigeriae,5787337,0,0,0,0
Chiroptera,Chaerephon nigeriae,5787338,0,0,0,0
Chiroptera,Chaerephon nigeriae,7261918,0,0,0,0
Chiroptera,Chaerephon plicatus,5218721,0,0,714,714
Chiroptera,Chaerephon plicatus,5707214,0,3,251,254
Chiroptera,Chaerephon plicatus,5707221,0,0,0,0
Chiroptera,Chaerephon plicatus,5707222,0,0,0,0
Chiroptera,Chaerephon plicatus,5707231,0,4,12,16
Chiroptera,Chaerephon plicatus,5787364,0,0,24,24
Chiroptera,Chaerephon plicatus,7261915,0,10,0,10
Chiroptera,Chaerephon plicatus,10046520,0,0,0,0
Chiroptera,Chaerephon pumilus,5707216,8,175,261,436
Chiroptera,Chaerephon pumilus,11013024,0,0,64,64
Chiroptera,Chaerephon pusillus,5787333,0,27,0,27
Chiroptera,Chaerephon pusillus,5787335,0,0,0,0
Chiroptera,Chaerephon pusillus,8281598,0,0,0,0
Chiroptera,Chaerephon russatus,5218716,0,0,0,0
Chiroptera,Chaerephon russatus,5707232,0,0,0,0
Chiroptera,Chaerephon russatus,5787353,0,0,0,0
Chiroptera,Chaerephon solomonis,5707218,0,0,2,2
Chiroptera,Chaerephon tomensis,5707234,0,0,0,0
Chiroptera,Chalinolobus dwyeri,2432283,2,2,0,2
Chiroptera,Chalinolobus gouldii,2432284,345,421,1181,1561
Chiroptera,Chalinolobus gouldii,7959662,0,0,0,0
Chiroptera,Chalinolobus morio,2432295,140,182,323,491
Chiroptera,Chalinolobus neocaledonicus,4266058,0,0,0,0
Chiroptera,Chalinolobus neocaledonicus,10797789,0,0,0,0
Chiroptera,Chalinolobus nigrogriseus,2432285,12,33,172,203
Chiroptera,Chalinolobus nigrogriseus,4266057,0,0,0,0
Chiroptera,Chalinolobus nigrogriseus,7261826,0,0,0,0
Chiroptera,Chalinolobus picatus,2432291,3,15,3,15
Chiroptera,Chalinolobus tuberculatus,2432286,0,0,10,10
Chiroptera,Chalinolobus tuberculatus,10067458,0,0,0,0
Chiroptera,Cheiromeles parvidens,4266500,0,0,5,5
Chiroptera,Cheiromeles torquatus,2433027,0,5,10,14
Chiroptera,Cheiromeles torquatus,4266499,0,0,0,0
Chiroptera,Cheiromeles torquatus,4266502,0,0,20,20
Chiroptera,Cheiromeles torquatus,7261912,0,0,0,0
Chiroptera,Chilonatalus macer,4265607,0,0,0,0
Chiroptera,Chilonatalus macer,7977021,0,0,3,3
Chiroptera,Chilonatalus macer,8279196,0,0,0,0
Chiroptera,Chilonatalus micropus,2432755,2,2,85,87
Chiroptera,Chilonatalus micropus,4265609,0,0,6,6
Chiroptera,Chilonatalus micropus,7261725,2,3,4,7
Chiroptera,Chilonatalus micropus,7261726,0,0,6,6
Chiroptera,Chilonatalus micropus,10423204,0,0,0,0
Chiroptera,Chilonatalus tumidifrons,2432754,0,0,0,0
Chiroptera,Chilonatalus tumidifrons,4265610,0,4,45,49
Chiroptera,Chiroderma doriae,2433166,0,5,0,5
Chiroptera,Chiroderma doriae,8322170,0,0,0,0
Chiroptera,Chiroderma doriae,11160657,0,0,0,0
Chiroptera,Chiroderma gorgasi,10803613,0,0,0,0
Chiroptera,Chiroderma gorgasi,11308981,0,0,0,0
Chiroptera,Chiroderma improvisum,2433164,0,2,0,2
Chiroptera,Chiroderma salvini,2433167,0,30,34,58
Chiroptera,Chiroderma salvini,7261681,0,18,37,48
Chiroptera,Chiroderma salvini,10610434,0,0,0,0
Chiroptera,Chiroderma scopaeum,4265383,0,3,2,4
Chiroptera,Chiroderma scopaeum,10711825,0,0,0,0
Chiroptera,Chiroderma trinitatum,2433163,4,33,36,59
Chiroptera,Chiroderma trinitatum,10317935,0,0,0,0
Chiroptera,Chiroderma trinitatum,11353545,0,7,17,18
Chiroptera,Chiroderma villosum,2433165,0,47,65,104
Chiroptera,Chiroderma villosum,4265382,5,12,28,37
Chiroptera,Chiroderma villosum,4265385,0,18,70,74
Chiroptera,Chiroderma villosum,9970357,0,1,0,1
Chiroptera,Chiroderma villosum,10695087,0,0,0,0
Chiroptera,Chironax melanocephalus,2432845,0,6,4,9
Chiroptera,Chironax melanocephalus,7261755,0,0,0,0
Chiroptera,Chironax melanocephalus,10504218,0,0,0,0
Chiroptera,Chironax tumulus,4265734,0,0,8,8
Chiroptera,Choeroniscus godmani,2433161,2,11,29,38
Chiroptera,Choeroniscus godmani,8339697,0,1,0,1
Chiroptera,Choeroniscus minor,2433158,4,6,17,22
Chiroptera,Choeroniscus minor,2433160,0,1,0,1
Chiroptera,Choeroniscus minor,10483152,0,0,0,0
Chiroptera,Choeroniscus periosus,2433159,0,0,0,0
Chiroptera,Choeroniscus periosus,7261689,0,0,0,0
Chiroptera,Choeronycteris mexicana,2433207,3,73,172,209
Chiroptera,Choeronycteris mexicana,10202536,0,0,0,0
Chiroptera,Chrotopterus auritus,5218753,7,34,31,63
Chiroptera,Chrotopterus auritus,8033454,0,0,0,0
Chiroptera,Chrotopterus auritus,9838912,0,0,0,0
Chiroptera,Chrotopterus auritus,10233010,0,0,0,0
Chiroptera,Chrotopterus auritus,10450411,0,0,0,0
Chiroptera,Chrotopterus auritus,10477958,0,0,0,0
Chiroptera,Chrotopterus auritus,10765080,0,0,0,0
Chiroptera,Cistugo lesueuri,2432404,0,0,0,0
Chiroptera,Cistugo lesueuri,4266084,0,0,0,0
Chiroptera,Cistugo seabrae,2432390,0,0,0,0
Chiroptera,Cistugo seabrae,4266085,0,0,0,0
Chiroptera,Cloeotis percivali,2432679,0,0,2,2
Chiroptera,Cloeotis percivali,4265492,0,0,2,2
Chiroptera,Coelops frithii,5218550,0,0,2,2
Chiroptera,Coelops frithii,5706852,0,0,0,0
Chiroptera,Coelops frithii,5706854,0,0,0,0
Chiroptera,Coelops frithii,5706856,0,0,0,0
Chiroptera,Coelops frithii,5706858,0,0,0,0
Chiroptera,Coelops frithii,7261697,0,0,3,3
Chiroptera,Coelops frithii,10317750,0,0,0,0
Chiroptera,Coelops frithii,10365282,0,0,0,0
Chiroptera,Coelops robinsoni,5218551,0,0,0,0
Chiroptera,Coelops robinsoni,5218552,0,2,0,2
Chiroptera,Coelops robinsoni,5706857,0,0,0,0
Chiroptera,Coelops robinsoni,9923193,0,0,0,0
