order,species,frozen,tissue,buffer,tissUbuff
Chiroptera,Pteropus coxi,0,1,0,1
Chiroptera,Pteropus dasymallus,0,0,0,0
Chiroptera,Pteropus ennisae,0,1,0,1
Chiroptera,Pteropus faunulus,0,0,0,0
Chiroptera,Pteropus fundatus,0,0,0,0
Chiroptera,Pteropus gilliardorum,0,2,0,2
Chiroptera,Pteropus griseus,0,0,6,6
Chiroptera,Pteropus howensis,0,0,0,0
Chiroptera,Pteropus hypomelanus,1,9,43,51
Chiroptera,Pteropus keyensis,0,0,0,0
Chiroptera,Pteropus livingstonii,0,0,0,0
Chiroptera,Pteropus lombocensis,0,0,0,0
Chiroptera,Pteropus lylei,0,0,1,1
Chiroptera,Pteropus macrotis,22,23,6,29
Chiroptera,Pteropus mahaganus,0,0,0,0
Chiroptera,Pteropus mariannus,0,0,10,10
Chiroptera,Pteropus medius,0,0,4,4
Chiroptera,Pteropus melanopogon,0,0,4,4
Chiroptera,Pteropus melanotus,0,1,1,2
Chiroptera,Pteropus molossinus,0,7,7,14
Chiroptera,Pteropus neohibernicus,0,3,59,62
Chiroptera,Pteropus niger,0,0,2,2
Chiroptera,Pteropus nitendiensis,0,0,0,0
Chiroptera,Pteropus ocularis,0,0,0,0
Chiroptera,Pteropus ornatus,0,0,2,2
Chiroptera,Pteropus pelagicus,0,0,0,0
Chiroptera,Pteropus pelewensis,0,250,40,269
Chiroptera,Pteropus personatus,0,0,4,4
Chiroptera,Pteropus pilosus,0,0,0,0
Chiroptera,Pteropus pohlei,0,0,0,0
Chiroptera,Pteropus poliocephalus,188,187,52,234
Chiroptera,Pteropus pselaphon,0,0,0,0
Chiroptera,Pteropus pumilus,0,7,24,31
Chiroptera,Pteropus rayneri,5,0,10,10
Chiroptera,Pteropus rennelli,0,0,0,0
Chiroptera,Pteropus rodricensis,0,0,13,13
Chiroptera,Pteropus rufus,0,7,5,12
Chiroptera,Pteropus samoensis,1,2,3,5
Chiroptera,Pteropus scapulatus,275,284,92,370
Chiroptera,Pteropus seychellensis,0,0,5,5
Chiroptera,Pteropus speciosus,0,0,0,0
Chiroptera,Pteropus subniger,0,0,0,0
Chiroptera,Pteropus temminckii,0,1,6,6
Chiroptera,Pteropus tokudae,0,0,0,0
Chiroptera,Pteropus tonganus,1,17,21,38
Chiroptera,Pteropus tuberculatus,0,0,0,0
Chiroptera,Pteropus ualanus,0,0,2,2
Chiroptera,Pteropus vampyrus,2,3,64,67
Chiroptera,Pteropus vetula,0,0,1,1
Chiroptera,Pteropus voeltzkowi,0,0,1,1
Chiroptera,Pteropus woodfordi,17,1,18,19
Chiroptera,Pygoderma bilabiatum,0,99,318,350
Chiroptera,Rhinolophus achilles,0,0,0,0
Chiroptera,Rhinolophus acuminatus,0,2,23,25
Chiroptera,Rhinolophus adami,0,0,0,0
Chiroptera,Rhinolophus affinis,4,26,80,103
Chiroptera,Rhinolophus alcyone,1,11,5,16
Chiroptera,Rhinolophus alticolus,0,0,0,0
Chiroptera,Rhinolophus andamanensis,0,0,0,0
Chiroptera,Rhinolophus arcuatus,0,168,84,252
Chiroptera,Rhinolophus axillaris,0,0,0,0
Chiroptera,Rhinolophus beddomei,0,0,0,0
Chiroptera,Rhinolophus belligerator,0,0,0,0
Chiroptera,Rhinolophus bembanicus,0,0,0,0
Chiroptera,Rhinolophus blasii,0,39,37,68
Chiroptera,Rhinolophus bocharicus,0,0,2,2
Chiroptera,Rhinolophus borneensis,0,7,2,9
Chiroptera,Rhinolophus brockmani,0,0,0,0
Chiroptera,Rhinolophus canuti,0,0,12,12
Chiroptera,Rhinolophus capensis,0,0,6,6
Chiroptera,Rhinolophus celebensis,0,0,17,17
Chiroptera,Rhinolophus chaseni,0,0,0,0
Chiroptera,Rhinolophus chiewkweeae,0,0,0,0
Chiroptera,Rhinolophus clivosus,0,43,39,82
Chiroptera,Rhinolophus coelophyllus,0,0,21,21
Chiroptera,Rhinolophus cognatus,0,0,0,0
Chiroptera,Rhinolophus cognotus,0,0,0,0
Chiroptera,Rhinolophus cohenae,0,0,0,0
Chiroptera,Rhinolophus comutus,0,0,0,0
Chiroptera,Rhinolophus convexus,0,0,0,0
Chiroptera,Rhinolophus cornutus,0,0,12,12
Chiroptera,Rhinolophus creaghi,0,12,19,20
Chiroptera,Rhinolophus damarensis,0,0,0,0
Chiroptera,Rhinolophus darlingi,0,5,3,8
Chiroptera,Rhinolophus deckend,0,0,0,0
Chiroptera,Rhinolophus deckenii,0,5,12,17
Chiroptera,Rhinolophus denti,0,40,25,42
Chiroptera,Rhinolophus dobsoni,0,0,10,10
Chiroptera,Rhinolophus eloquens,0,9,22,31
Chiroptera,Rhinolophus episcopus,0,0,1,1
Chiroptera,Rhinolophus etjryale,0,0,0,0
Chiroptera,Rhinolophus euryale,0,1,44,45
Chiroptera,Rhinolophus euryotis,0,3,87,88
Chiroptera,Rhinolophus ferrum-eqtjinum,0,0,0,0
Chiroptera,Rhinolophus ferrumequinum,2,44,403,425
Chiroptera,Rhinolophus formosae,0,0,0,0
Chiroptera,Rhinolophus francisi,0,0,0,0
Chiroptera,Rhinolophus fumigatus,0,41,46,87
Chiroptera,Rhinolophus geoffroyii,0,0,0,0
Chiroptera,Rhinolophus gorongosae,0,0,0,0
Chiroptera,Rhinolophus guineensis,0,0,0,0
Chiroptera,Rhinolophus hildebrandtii,0,12,67,79
Chiroptera,Rhinolophus hilli,0,0,0,0
Chiroptera,Rhinolophus hillorum,0,0,2,2
Chiroptera,Rhinolophus hipposideros,0,14,522,534
Chiroptera,Rhinolophus horaceki,0,0,0,0
Chiroptera,Rhinolophus indorouxii,0,0,0,0
Chiroptera,Rhinolophus inops,0,25,3,28
Chiroptera,Rhinolophus kahuzi,0,0,0,0
Chiroptera,Rhinolophus keyensis,0,0,7,7
Chiroptera,Rhinolophus landeri,7,26,32,58
Chiroptera,Rhinolophus lepidus,0,9,12,19
Chiroptera,Rhinolophus lobatus,0,1,39,40
Chiroptera,Rhinolophus luctoides,0,0,0,0
Chiroptera,Rhinolophus luctus,1,8,10,17
Chiroptera,Rhinolophus mabuensis,0,0,0,0
Chiroptera,Rhinolophus maclaudi,0,1,7,8
Chiroptera,Rhinolophus macrotis,0,6,3,9
Chiroptera,Rhinolophus madurensis,0,0,4,4
Chiroptera,Rhinolophus maendeleo,0,0,0,0
Chiroptera,Rhinolophus malayanus,0,0,44,44
Chiroptera,Rhinolophus marshalli,0,0,4,4
Chiroptera,Rhinolophus mcintyrei,0,0,0,0
Chiroptera,Rhinolophus megaphyllus,47,70,572,629
Chiroptera,Rhinolophus mehelyi,0,5,8,13
Chiroptera,Rhinolophus microglobosus,1,1,2,3
Chiroptera,Rhinolophus mitratus,0,0,0,0
Chiroptera,Rhinolophus monoceros,0,0,3,3
Chiroptera,Rhinolophus montanus,0,0,0,0
Chiroptera,Rhinolophus monticolus,0,0,0,0
Chiroptera,Rhinolophus morio,0,0,0,0
Chiroptera,Rhinolophus mossambicus,0,0,0,0
Chiroptera,Rhinolophus nanus,0,0,0,0
Chiroptera,Rhinolophus nereis,0,0,0,0
Chiroptera,Rhinolophus nippon,0,0,1,1
Chiroptera,Rhinolophus odami,0,0,0,0
Chiroptera,Rhinolophus osgoodi,0,0,0,0
Chiroptera,Rhinolophus pearsonii,18,18,6,24
Chiroptera,Rhinolophus perditus,0,0,3,3
Chiroptera,Rhinolophus perniger,0,0,1,1
Chiroptera,Rhinolophus philippinensis,0,26,11,36
Chiroptera,Rhinolophus proconsulis,0,0,0,0
Chiroptera,Rhinolophus pumilus,0,0,0,0
Chiroptera,Rhinolophus pusillus,2,3,19,22
Chiroptera,Rhinolophus refulgens,4,0,0,0
Chiroptera,Rhinolophus rex,0,0,0,0
Chiroptera,Rhinolophus rhodesiae,0,0,0,0
Chiroptera,Rhinolophus robertsi,4,6,0,6
Chiroptera,Rhinolophus robinsoni,0,1,6,7
Chiroptera,Rhinolophus rouxii,0,1,9,10
Chiroptera,Rhinolophus rufus,0,15,0,15
Chiroptera,Rhinolophus ruwenzorii,0,0,0,0
Chiroptera,Rhinolophus sakejiensis,0,0,0,0
Chiroptera,Rhinolophus schnitzleri,0,0,0,0
Chiroptera,Rhinolophus sedulus,0,5,1,6
Chiroptera,Rhinolophus shameli,0,0,5,5
Chiroptera,Rhinolophus shortridgei,0,0,0,0
Chiroptera,Rhinolophus siamensis,0,0,0,0
Chiroptera,Rhinolophus silvestris,0,0,1,1
Chiroptera,Rhinolophus simulator,0,3,11,14
Chiroptera,Rhinolophus sinicus,0,1,3,4
Chiroptera,Rhinolophus smithersi,0,0,0,0
Chiroptera,Rhinolophus stheno,0,4,11,14
Chiroptera,Rhinolophus subbadius,0,0,0,0
Chiroptera,Rhinolophus subrufus,0,37,7,44
Chiroptera,Rhinolophus swinnyi,0,8,41,49
Chiroptera,Rhinolophus tatar,0,0,11,11
Chiroptera,Rhinolophus thailandensis,0,0,0,0
Chiroptera,Rhinolophus thomasi,0,0,6,6
Chiroptera,Rhinolophus trifoliatus,0,14,18,29
Chiroptera,Rhinolophus truncatus,0,0,0,0
Chiroptera,Rhinolophus virgo,0,74,10,84
Chiroptera,Rhinolophus willardi,0,1,0,1
Chiroptera,Rhinolophus xinanzhongguoensis,0,0,0,0
Chiroptera,Rhinolophus yunanensis,0,1,8,9
Chiroptera,Rhinolophus ziama,0,0,0,0
Chiroptera,Rhinonicteris aurantia,12,26,39,65
Chiroptera,Rhinophylla alethina,0,13,5,14
Chiroptera,Rhinophylla fischerae,3,34,9,41
Chiroptera,Rhinophylla pumilio,20,147,51,195
Chiroptera,Rhinopoma cystops,0,4,52,56
Chiroptera,Rhinopoma hardwickii,0,9,16,21
Chiroptera,Rhinopoma macinnesi,0,0,0,0
Chiroptera,Rhinopoma microphyllum,0,16,43,57
Chiroptera,Rhinopoma muscatellum,0,0,2,2
Chiroptera,Rhogeessa aenea,8,22,8,24
Chiroptera,Rhogeessa alleni,0,1,1,1
Chiroptera,Rhogeessa bickhami,0,10,0,10
Chiroptera,Rhogeessa genowaysi,0,2,6,8
Chiroptera,Rhogeessa gracilis,0,1,1,2
Chiroptera,Rhogeessa io,0,6,2,8
Chiroptera,Rhogeessa menchuae,0,2,2,2
Chiroptera,Rhogeessa minutilla,0,0,3,3
Chiroptera,Rhogeessa mira,0,0,0,0
Chiroptera,Rhogeessa parvula,0,21,50,60
Chiroptera,Rhogeessa tumida,3,41,231,262
Chiroptera,Rhogeessa velilla,0,8,0,8
Chiroptera,Rhynchonycteris naso,7,49,394,438
Chiroptera,Rhyneptesicus nasutus,0,0,0,0
Chiroptera,Rousettus aegyptiacus,1,184,162,345
Chiroptera,Rousettus amplexicaudatus,45,271,949,1188
Chiroptera,Rousettus celebensis,0,13,82,86
Chiroptera,Rousettus leschenaultii,6,12,65,76
Chiroptera,Rousettus madagascariensis,0,38,4,42
Chiroptera,Rousettus obliviosus,0,8,0,8
Chiroptera,Rousettus spinalatus,0,0,2,2
Chiroptera,Roussettus aegyptiacus,0,0,0,0
Chiroptera,Saccolaimus flaviventris,22,22,96,115
Chiroptera,Saccolaimus mixtus,0,0,0,0
Chiroptera,Saccolaimus peli,0,0,3,3
Chiroptera,Saccolaimus saccolaimus,0,3,49,52
Chiroptera,Saccopteryx antioquensis,0,0,0,0
Chiroptera,Saccopteryx bilineata,12,105,502,575
Chiroptera,Saccopteryx canescens,0,10,21,23
Chiroptera,Saccopteryx gymnura,1,1,0,1
Chiroptera,Saccopteryx leptura,3,26,89,106
Chiroptera,Sauromys petrophilus,0,1,3,4
Chiroptera,Scleronycteris ega,0,0,0,0
Chiroptera,Scoteanax rueppellii,4,4,0,4
Chiroptera,Scotoecus albigula,0,4,0,4
Chiroptera,Scotoecus albofuscus,0,0,0,0
Chiroptera,Scotoecus hindei,0,10,3,13
Chiroptera,Scotoecus hirundo,2,3,11,14
Chiroptera,Scotoecus olduvensis,0,0,0,0
Chiroptera,Scotoecus pallidus,0,0,0,0
Chiroptera,Scotomanes ornatus,2,2,1,3
Chiroptera,Scotonycteris bergmansi,0,16,11,17
Chiroptera,Scotonycteris occidentalis,0,0,10,10
Chiroptera,Scotonycteris zenkeri,0,0,9,9
Chiroptera,Scotophilus altilis,0,0,2,2
Chiroptera,Scotophilus andrewreborii,0,1,0,1
Chiroptera,Scotophilus celebensis,0,0,0,0
Chiroptera,Scotophilus colias,0,0,9,9
Chiroptera,Scotophilus collinus,0,0,0,0
Chiroptera,Scotophilus dinganii,0,31,55,86
Chiroptera,Scotophilus heathii,0,16,2,17
Chiroptera,Scotophilus kuhlii,1,21,163,184
Chiroptera,Scotophilus leucogaster,16,21,168,189
Chiroptera,Scotophilus livingstonii,0,0,0,0
Chiroptera,Scotophilus marovaza,0,1,0,1
Chiroptera,Scotophilus nigrita,0,0,73,73
Chiroptera,Scotophilus nigritellus,0,0,0,0
Chiroptera,Scotophilus nucella,0,0,0,0
Chiroptera,Scotophilus nux,0,2,0,2
Chiroptera,Scotophilus robustus,0,2,3,5
Chiroptera,Scotophilus tandrefana,0,0,0,0
Chiroptera,Scotophilus trujilloi,0,0,0,0
Chiroptera,Scotophilus viridis,0,3,1,4
Chiroptera,Scotorepens balstoni,159,180,163,336
Chiroptera,Scotorepens greyii,277,321,222,539
Chiroptera,Scotorepens orion,16,16,36,52
Chiroptera,Scotorepens sanborni,96,108,61,159
Chiroptera,Scotozous dormeri,0,0,0,0
Chiroptera,Setirostris eleryi,3,5,0,5
Chiroptera,Sphaerias blanfordi,36,42,2,44
Chiroptera,Sphaeronycteris toxophyllum,0,2,12,14
Chiroptera,Stehlinia quercyi,0,0,0,0
Chiroptera,Stenoderma rufum,0,37,110,130
Chiroptera,Stenonycteris lanosus,0,10,18,28
Chiroptera,Sturnira adrianae,0,0,0,0
Chiroptera,Sturnira angeli,0,0,18,18
Chiroptera,Sturnira aratathomasi,0,0,0,0
Chiroptera,Sturnira bakeri,0,0,0,0
Chiroptera,Sturnira bidens,0,17,46,63
Chiroptera,Sturnira bogotensis,0,5,12,16
Chiroptera,Sturnira burtonlimi,0,0,0,0
Chiroptera,Sturnira erythromos,0,172,404,555
Chiroptera,Sturnira giannae,0,19,0,19
Chiroptera,Sturnira hondurensis,0,151,154,242
Chiroptera,Sturnira koopmanhilli,0,0,0,0
Chiroptera,Sturnira lilium,30,962,2014,2505
Chiroptera,Sturnira ludovici,1,180,779,905
Chiroptera,Sturnira luisi,0,28,32,39
Chiroptera,Sturnira magna,1,30,21,49
Chiroptera,Sturnira mistratensis,0,0,0,0
Chiroptera,Sturnira mordax,0,0,49,49
Chiroptera,Sturnira nana,0,0,0,0
Chiroptera,Sturnira oporaphilum,0,25,130,147
Chiroptera,Sturnira parvidens,5,267,1272,1412
Chiroptera,Sturnira paulsoni,0,0,0,0
Chiroptera,Sturnira perla,0,0,0,0
Chiroptera,Sturnira sorianoi,0,1,0,1
Chiroptera,Sturnira tildae,13,70,41,97
Chiroptera,Styloctenium mindorensis,0,5,0,5
Chiroptera,Styloctenium wallacei,0,0,19,19
Chiroptera,Submyotodon caliginosus,0,0,0,0
Chiroptera,Submyotodon latirostris,0,0,0,0
Chiroptera,Submyotodon moupinensis,0,0,0,0
Chiroptera,Syconycteris australis,977,1309,1041,2178
Chiroptera,Syconycteris carolinae,0,0,0,0
Chiroptera,Syconycteris hobbit,0,0,4,4
Chiroptera,Tadarida aegyptiaca,0,2,54,56
Chiroptera,Tadarida brasiliensis,2,2239,6563,7424
Chiroptera,Tadarida fulminans,0,0,2,2
Chiroptera,Tadarida insignis,0,0,0,0
Chiroptera,Tadarida laticaudata,0,0,3,3
Chiroptera,Tadarida latouchei,0,0,0,0
Chiroptera,Tadarida lobata,0,1,0,1
Chiroptera,Tadarida teniotis,0,46,4,50
Chiroptera,Tadarida ventralis,0,0,0,0
Chiroptera,Taphozous achates,0,0,1,1
Chiroptera,Taphozous australis,3,34,36,39
Chiroptera,Taphozous georgianus,17,25,498,523
Chiroptera,Taphozous hamiltoni,0,5,0,5
Chiroptera,Taphozous hildegardeae,0,9,9,18
Chiroptera,Taphozous hilli,18,20,131,151
Chiroptera,Taphozous kapalgensis,0,0,1,1
Chiroptera,Taphozous longimanus,0,0,19,19
Chiroptera,Taphozous mauritianus,0,3,62,65
Chiroptera,Taphozous melanopogon,0,11,99,109
Chiroptera,Taphozous nudiventris,0,5,11,16
Chiroptera,Taphozous perforatus,0,8,54,62
Chiroptera,Taphozous theobaldi,0,21,1,22
Chiroptera,Taphozous troughtoni,0,1,0,1
Chiroptera,Thainycteris aureocollaris,0,0,0,0
Chiroptera,Thainycteris torquatus,0,0,0,0
Chiroptera,Thoopterus nigrescens,0,2,44,46
Chiroptera,Thyroptera devivoi,0,0,0,0
Chiroptera,Thyroptera discifera,0,2,3,5
Chiroptera,Thyroptera lavali,0,0,0,0
Chiroptera,Thyroptera tricolor,1,18,65,82
Chiroptera,Thyroptera wynneae,0,0,0,0
Chiroptera,Tomopeas ravus,2,41,6,47
Chiroptera,Tonatia bakeri,1,3,2,3
Chiroptera,Tonatia bidens,0,10,14,23
Chiroptera,Tonatia maresi,5,5,1,5
Chiroptera,Tonatia saurophila,3,41,23,48
Chiroptera,Trachops cirrhosus,25,118,127,223
Chiroptera,Trachops fuliginosus,0,0,0,0
Chiroptera,Triaenops afer,0,8,40,48
Chiroptera,Triaenops menamena,0,20,0,20
Chiroptera,Triaenops persicus,0,13,21,34
Chiroptera,Trinycteris nicefori,5,21,22,38
Chiroptera,Tylonycteris fulvida,0,0,1,1
Chiroptera,Tylonycteris malayana,0,0,0,0
Chiroptera,Tylonycteris pachypus,33,3,72,75
Chiroptera,Tylonycteris robustula,0,12,14,26
Chiroptera,Tylonycteris tonkinensis,0,0,0,0
Chiroptera,Uroderma bakeri,0,0,0,0
Chiroptera,Uroderma bilobatum,13,256,837,998
Chiroptera,Uroderma convexum,0,86,447,453
Chiroptera,Uroderma davisi,0,343,701,738
Chiroptera,Uroderma magnirostrum,0,19,91,102
Chiroptera,Vampyressa elisabethae,0,1,0,1
Chiroptera,Vampyressa melissa,0,2,5,7
Chiroptera,Vampyressa pusilla,3,56,138,167
Chiroptera,Vampyressa sinchi,0,0,0,0
Chiroptera,Vampyressa thyone,2,35,39,68
Chiroptera,Vampyriscus bidens,9,36,61,96
Chiroptera,Vampyriscus brocki,1,1,5,6
Chiroptera,Vampyriscus nymphaea,0,30,57,66
Chiroptera,Vampyrodes caraccioli,0,14,71,81
Chiroptera,Vampyrodes major,0,3,24,25
Chiroptera,Vampyrum spectrum,1,15,27,32
Chiroptera,Vansonia rueppellii,9,12,12,24
Chiroptera,Vespadelus baverstocki,1,1,49,49
Chiroptera,Vespadelus caurinus,25,31,222,251
Chiroptera,Vespadelus darlingtoni,72,75,124,197
Chiroptera,Vespadelus douglasorum,3,3,34,37
Chiroptera,Vespadelus finlaysoni,50,56,685,738
Chiroptera,Vespadelus pumilus,27,45,113,158
Chiroptera,Vespadelus regulus,9,9,436,445
Chiroptera,Vespadelus troughtoni,0,0,4,4
Chiroptera,Vespadelus vulturnus,3,8,134,142
Chiroptera,Vespertilio murinus,2,69,55,124
Chiroptera,Vespertilio sinensis,0,0,2,2
Chiroptera,Xeronycteris vieirai,0,1,0,1
Chiroptera,Xeronycteris vierai,0,0,0,0
Chiroptera,NA,2037,4449,14737,18335
Rodentia,Abditomys latidens,0,1,1,1
Rodentia,Abeomelomys sevia,1,2,4,6
Rodentia,Abrawayaomys chebezi,0,0,0,0
Rodentia,Abrawayaomys ruschii,1,1,0,1
Rodentia,Abrocoma bennettii,0,5,0,5
Rodentia,Abrocoma boliviensis,0,0,0,0
Rodentia,Abrocoma cinerea,0,9,3,12
Rodentia,Abrocoma famatina,0,0,0,0
Rodentia,Abrothrix andinus,0,122,19,126
Rodentia,Abrothrix hershkovitzi,0,0,0,0
Rodentia,Abrothrix illuteus,0,24,3,24
Rodentia,Abrothrix jelskii,0,45,2,47
Rodentia,Abrothrix lanosus,0,0,1,1
Rodentia,Abrothrix longipilis,0,603,33,615
Rodentia,Abrothrix manni,0,0,0,0
Rodentia,Abrothrix markhami,0,0,0,0
Rodentia,Abrothrix olivaceus,0,990,37,997
Rodentia,Abrothrix sanborni,0,5,1,6
Rodentia,Acanthion hodgsonii,0,0,0,0
Rodentia,Acomys airensis,0,0,0,0
Rodentia,Acomys cahirinus,0,14,55,69
Rodentia,Acomys chudeaui,0,0,0,0
Rodentia,Acomys cilicicus,0,0,0,0
Rodentia,Acomys cineraceus,0,3,7,10
Rodentia,Acomys dimidiatus,0,10,3,13
Rodentia,Acomys ignitus,0,2,5,5
Rodentia,Acomys johannis,0,0,7,7
Rodentia,Acomys kempi,0,0,0,0
Rodentia,Acomys louisae,0,6,0,6
Rodentia,Acomys minous,0,0,0,0
Rodentia,Acomys mullah,0,0,0,0
Rodentia,Acomys muzei,0,0,0,0
Rodentia,Acomys nesiotes,0,0,0,0
Rodentia,Acomys ngurui,0,0,0,0
Rodentia,Acomys percivali,0,0,0,0
Rodentia,Acomys russatus,0,9,8,17
Rodentia,Acomys selousi,0,0,0,0
Rodentia,Acomys seurati,0,0,0,0
Rodentia,Acomys spinosissimus,0,18,3,21
Rodentia,Acomys subspinosus,0,0,0,0
Rodentia,Acomys wilsoni,0,24,26,31
Rodentia,Aconaemys fuscus,0,0,0,0
Rodentia,Aconaemys porteri,0,0,1,1
Rodentia,Aconaemys sagei,0,1,0,1
Rodentia,Aegialomys galapagoensis,0,10,2,12
Rodentia,Aegialomys xanthaeolus,0,5,9,14
Rodentia,Aepeomys lugens,0,0,0,0
Rodentia,Aeretes melanopterus,0,0,0,0
Rodentia,Aeromys tephromelas,0,0,0,0
Rodentia,Aeromys thomasi,0,0,0,0
Rodentia,Aethomys bocagei,0,0,0,0
Rodentia,Aethomys chrysophilus,0,223,134,223
Rodentia,Aethomys hindei,0,5,10,15
Rodentia,Aethomys ineptus,0,0,0,0
Rodentia,Aethomys kaiseri,0,2,1,3
Rodentia,Aethomys nyikae,0,2,0,2
Rodentia,Aethomys silindensis,0,0,0,0
Rodentia,Aethomys stannarius,0,0,0,0
Rodentia,Aethomys thomasi,0,0,0,0
Rodentia,Akodon aerosus,0,180,5,184
Rodentia,Akodon affinis,0,2,1,2
Rodentia,Akodon albiventer,0,136,25,160
Rodentia,Akodon azarae,0,444,93,529
Rodentia,Akodon boliviensis,0,197,0,197
Rodentia,Akodon budini,0,3,0,3
Rodentia,Akodon caenosus,0,3,0,3
Rodentia,Akodon cursor,0,130,12,142
Rodentia,Akodon dayi,0,8,0,8
Rodentia,Akodon dolores,0,184,64,202
Rodentia,Akodon fumeus,0,2,0,2
Rodentia,Akodon iniscatus,0,44,4,48
Rodentia,Akodon josemariarguedasi,0,0,0,0
Rodentia,Akodon juninensis,0,9,0,9
Rodentia,Akodon kofordi,0,11,0,11
Rodentia,Akodon lindberghi,0,0,0,0
Rodentia,Akodon lutescens,0,222,51,263
Rodentia,Akodon mimus,0,37,0,37
Rodentia,Akodon molinae,0,3,2,3
Rodentia,Akodon mollis,0,26,0,26
Rodentia,Akodon montensis,0,139,26,155
Rodentia,Akodon mystax,0,0,0,0
Rodentia,Akodon neocenus,0,3,0,3
Rodentia,Akodon orophilus,0,35,0,35
Rodentia,Akodon paranaensis,0,1,0,1
Rodentia,Akodon pervalens,0,0,0,0
Rodentia,Akodon philipmyersi,0,0,0,0
Rodentia,Akodon polopi,0,0,0,0
Rodentia,Akodon reigi,0,0,0,0
Rodentia,Akodon sanctipaulensis,0,0,0,0
Rodentia,Akodon serrensis,0,0,0,0
Rodentia,Akodon siberiae,0,1,0,1
Rodentia,Akodon simulator,0,498,141,569
Rodentia,Akodon spegazzinii,0,19,7,26
Rodentia,Akodon subfuscus,0,263,7,263
Rodentia,Akodon suffusus,0,0,0,0
Rodentia,Akodon surdus,0,0,0,0
Rodentia,Akodon sylvanus,0,0,0,0
Rodentia,Akodon toba,0,11,3,14
Rodentia,Akodon torques,0,89,0,89
Rodentia,Akodon varius,0,13,21,34
Rodentia,Allactaga balikunica,0,26,0,26
Rodentia,Allactaga bullata,0,42,0,42
Rodentia,Allactaga elater,0,1,17,18
Rodentia,Allactaga euphratica,1,0,5,5
Rodentia,Allactaga hotsoni,0,9,1,10
Rodentia,Allactaga major,0,0,4,4
Rodentia,Allactaga severtzovi,0,0,2,2
Rodentia,Allactaga sibirica,8,97,1,97
Rodentia,Allactaga tetradactyla,0,0,3,3
Rodentia,Allactaga toussi,0,0,0,0
Rodentia,Allactaga williamsi,0,0,0,0
Rodentia,Allactodipus bobrinskii,0,0,0,0
Rodentia,Allocricetulus curtatus,0,13,0,13
Rodentia,Allocricetulus eversmanni,0,0,0,0
Rodentia,Allocricetus aylasevimae,0,0,0,0
Rodentia,Alticola albicaudus,0,0,0,0
Rodentia,Alticola argentatus,0,7,4,7
Rodentia,Alticola barakshin,45,168,0,168
Rodentia,Alticola lemminus,0,41,0,41
Rodentia,Alticola macrotis,0,0,0,0
Rodentia,Alticola montosa,0,0,0,0
Rodentia,Alticola olchonensis,0,0,0,0
Rodentia,Alticola roylei,0,0,0,0
Rodentia,Alticola semicanus,2,49,0,49
Rodentia,Alticola stoliczkanus,0,0,1,1
Rodentia,Alticola strelzowi,67,69,0,69
Rodentia,Alticola tuvinicus,12,12,0,12
Rodentia,Amblyrhiza inundata,0,0,0,0
Rodentia,Ammodillus imbellis,0,0,0,0
Rodentia,Ammospermophilus harrisii,0,58,13,70
Rodentia,Ammospermophilus insularis,0,0,0,0
Rodentia,Ammospermophilus interpres,0,46,8,54
Rodentia,Ammospermophilus leucurus,1,450,27,477
Rodentia,Ammospermophilus nelsoni,0,25,1,25
Rodentia,Amphidyromys pusillus,0,0,0,0
Rodentia,Amphinectomys savamis,0,1,0,1
Rodentia,Andalgalomys olrogi,0,3,4,6
Rodentia,Andalgalomys pearsoni,0,0,6,6
Rodentia,Andalgalomys roigi,0,15,1,15
Rodentia,Andinomys edax,0,38,10,42
Rodentia,Anisomys imitator,0,0,4,4
Rodentia,Anomalurus beecrofti,0,0,10,10
Rodentia,Anomalurus derbianus,0,0,17,17
Rodentia,Anomalurus pelii,0,0,0,0
Rodentia,Anomalurus pusillus,0,0,3,3
Rodentia,Anonymomys mindorensis,0,2,0,2
Rodentia,Anotomys leander,0,0,0,0
Rodentia,Antillomys rayi,0,0,0,0
Rodentia,Aplodontia rufa,2,31,12,43
Rodentia,Apodemus agrarius,1,412,217,589
Rodentia,Apodemus alpicola,0,0,0,0
Rodentia,Apodemus argenteus,0,97,7,104
Rodentia,Apodemus chejuensis,0,0,0,0
Rodentia,Apodemus chevrieri,0,0,0,0
Rodentia,Apodemus draco,0,41,21,41
Rodentia,Apodemus epimelas,0,0,0,0
Rodentia,Apodemus flavicollis,4,621,1847,2442
Rodentia,Apodemus gurkha,0,0,0,0
Rodentia,Apodemus hyrcanicus,0,0,0,0
Rodentia,Apodemus latronum,0,0,0,0
Rodentia,Apodemus mystacinus,0,14,21,35
Rodentia,Apodemus pallipes,0,170,162,170
Rodentia,Apodemus peninsulae,7,193,0,193
Rodentia,Apodemus ponticus,0,0,0,0
Rodentia,Apodemus rusiges,0,7,0,7
Rodentia,Apodemus semotus,0,257,0,257
Rodentia,Apodemus speciosus,0,85,4,89
Rodentia,Apodemus sylvaticus,1033,462,11063,11479
Rodentia,Apodemus uralensis,13,113,1,113
Rodentia,Apodemus witherbyi,0,1,0,1
Rodentia,Apomys abrae,0,18,0,18
Rodentia,Apomys aurorae,0,15,0,15
Rodentia,Apomys banahao,0,33,0,33
Rodentia,Apomys brownorum,0,1,0,1
Rodentia,Apomys camiguinensis,0,0,0,0
Rodentia,Apomys datae,0,134,0,134
Rodentia,Apomys gracilirostris,0,5,0,5
