order,species,frozen,tissue,buffer
Chiroptera,Miniopterus mossambicus,0,1,0
Chiroptera,Miniopterus natalensis,0,40,6
Chiroptera,Miniopterus newtoni,0,0,0
Chiroptera,Miniopterus nimbae,0,0,0
Chiroptera,Miniopterus orianae,94,97,0
Chiroptera,Miniopterus pallidus,0,0,0
Chiroptera,Miniopterus paululus,0,0,0
Chiroptera,Miniopterus petersoni,0,9,0
Chiroptera,Miniopterus pusillus,0,0,7
Chiroptera,Miniopterus robustior,0,0,1
Chiroptera,Miniopterus schreibersii,0,90,9
Chiroptera,Miniopterus shortridgei,0,0,0
Chiroptera,Miniopterus sororculus,0,7,0
Chiroptera,Miniopterus tristis,0,16,5
Chiroptera,Miniopterus villiersi,0,0,0
Chiroptera,Miomyotis floridanus,0,0,0
Chiroptera,Mirimiri acrodonta,0,0,0
Chiroptera,Mirostrellus joffrei,0,0,0
Chiroptera,Molossops neglectus,0,1,0
Chiroptera,Molossops temminckii,0,42,0
Chiroptera,Molossus alvarezi,0,0,0
Chiroptera,Molossus aztecus,0,0,0
Chiroptera,Molossus bondae,0,9,14
Chiroptera,Molossus coibensis,1,2,109
Chiroptera,Molossus currentium,0,18,0
Chiroptera,Molossus fentoni,0,0,0
Chiroptera,Molossus milleri,0,24,63
Chiroptera,Molossus molossus,2,582,232
Chiroptera,Molossus nigricans,0,0,0
Chiroptera,Molossus pretiosus,0,6,3
Chiroptera,Molossus rufus,7,246,17
Chiroptera,Molossus sinaloae,2,22,22
Chiroptera,Molossus verrilli,0,1,4
Chiroptera,Monophyllus plethodon,0,156,1
Chiroptera,Monophyllus redmani,10,61,52
Chiroptera,Mops bakarii,0,6,0
Chiroptera,Mops brachypterus,0,0,0
Chiroptera,Mops condylurus,3,35,51
Chiroptera,Mops congicus,0,0,0
Chiroptera,Mops demonstrator,0,0,0
Chiroptera,Mops leucogaster,0,0,0
Chiroptera,Mops leucostigma,0,128,0
Chiroptera,Mops midas,10,25,3
Chiroptera,Mops mops,0,13,0
Chiroptera,Mops nanulus,0,3,0
Chiroptera,Mops niangarae,0,0,0
Chiroptera,Mops niveiventer,0,2,2
Chiroptera,Mops petersoni,0,0,0
Chiroptera,Mops sarasinorum,0,4,2
Chiroptera,Mops spurrelli,0,0,0
Chiroptera,Mops thersites,0,1,0
Chiroptera,Mops trevori,0,0,0
Chiroptera,Mormoops blainvillei,9,23,12
Chiroptera,Mormoops megalophylla,0,169,13
Chiroptera,Mormopterus acetabulosus,0,24,7
Chiroptera,Mormopterus francoismoutoui,0,3,0
Chiroptera,Mormopterus jugularis,0,117,0
Chiroptera,Mormopterus kalinowskii,0,21,0
Chiroptera,Mormopterus minutus,0,0,50
Chiroptera,Mormopterus phrudus,0,0,0
Chiroptera,Mosia nigrescens,2,1,0
Chiroptera,Murina aenea,0,1,0
Chiroptera,Murina annamitica,0,0,0
Chiroptera,Murina aurata,0,0,1
Chiroptera,Murina beelzebub,0,0,0
Chiroptera,Murina bicolor,0,0,0
Chiroptera,Murina chrysochaetes,0,0,0
Chiroptera,Murina cyclotis,1,12,0
Chiroptera,Murina eleryi,0,1,0
Chiroptera,Murina fanjingshanensis,0,0,0
Chiroptera,Murina feae,0,0,0
Chiroptera,Murina fionae,0,0,0
Chiroptera,Murina florium,8,8,0
Chiroptera,Murina fusca,0,0,0
Chiroptera,Murina gracilis,0,0,0
Chiroptera,Murina guilleni,0,0,0
Chiroptera,Murina harpioloides,0,0,0
Chiroptera,Murina harrisoni,0,0,0
Chiroptera,Murina hilgendorfi,0,0,1
Chiroptera,Murina hkakaboraziensis,0,0,0
Chiroptera,Murina huttonii,0,0,0
Chiroptera,Murina jaintiana,0,0,0
Chiroptera,Murina jinchui,0,0,0
Chiroptera,Murina kontumensis,0,0,0
Chiroptera,Murina leucogaster,0,0,0
Chiroptera,Murina lorelieae,0,0,0
Chiroptera,Murina peninsularis,0,0,0
Chiroptera,Murina pluvialis,0,0,0
Chiroptera,Murina puta,0,0,0
Chiroptera,Murina recondita,0,0,0
Chiroptera,Murina rongjiangensis,0,0,0
Chiroptera,Murina rozendaali,0,2,0
Chiroptera,Murina ryukyuana,0,0,0
Chiroptera,Murina shuipuensis,0,0,0
Chiroptera,Murina suilla,0,0,0
Chiroptera,Murina tenebrosa,0,0,0
Chiroptera,Murina tubinaris,0,0,0
Chiroptera,Murina ussuriensis,0,0,1
Chiroptera,Murina walstoni,0,0,0
Chiroptera,Musonycteris harrisoni,0,2,0
Chiroptera,Myonycteris angolensis,0,36,0
Chiroptera,Myonycteris brachycephala,0,0,0
Chiroptera,Myonycteris leptodon,0,0,0
Chiroptera,Myonycteris relicta,0,0,0
Chiroptera,Myonycteris torquata,4,6,3
Chiroptera,Myopterus daubentonii,0,0,0
Chiroptera,Myopterus whitleyi,0,0,0
Chiroptera,Myotis adversus,0,14,37
Chiroptera,Myotis albescens,4,60,0
Chiroptera,Myotis alcathoe,0,1,0
Chiroptera,Myotis altarium,0,0,2
Chiroptera,Myotis alticraniatus,0,0,0
Chiroptera,Myotis ancricola,0,0,0
Chiroptera,Myotis anjouanensis,0,0,0
Chiroptera,Myotis annamiticus,0,0,0
Chiroptera,Myotis annatessae,0,0,0
Chiroptera,Myotis annectans,1,1,0
Chiroptera,Myotis armiensis,0,1,0
Chiroptera,Myotis atacamensis,0,3,0
Chiroptera,Myotis ater,0,3,0
Chiroptera,Myotis attenboroughi,0,0,0
Chiroptera,Myotis auriculus,0,47,0
Chiroptera,Myotis australis,0,0,0
Chiroptera,Myotis austroriparius,3,3,26
Chiroptera,Myotis badius,0,0,0
Chiroptera,Myotis bakeri,0,0,0
Chiroptera,Myotis bechsteinii,0,3,1
Chiroptera,Myotis blythii,0,16,6
Chiroptera,Myotis bocagii,0,11,8
Chiroptera,Myotis bombinus,0,0,0
Chiroptera,Myotis borneoensis,0,1,0
Chiroptera,Myotis brandtii,0,11,5
Chiroptera,Myotis browni,0,3,0
Chiroptera,Myotis bucharensis,0,0,0
Chiroptera,Myotis californicus,0,396,28
Chiroptera,Myotis capaccinii,0,2,1
Chiroptera,Myotis caucensis,0,0,0
Chiroptera,Myotis chiloensis,0,8,6
Chiroptera,Myotis chinensis,0,0,0
Chiroptera,Myotis ciliolabrum,4,95,0
Chiroptera,Myotis cobanensis,0,0,0
Chiroptera,Myotis crypticus,0,0,0
Chiroptera,Myotis csorbai,0,0,0
Chiroptera,Myotis dasycneme,0,0,0
Chiroptera,Myotis daubentonii,0,15,11
Chiroptera,Myotis davidii,3,23,2
Chiroptera,Myotis dieteri,0,0,0
Chiroptera,Myotis diminutus,0,1,0
Chiroptera,Myotis dinellii,0,55,0
Chiroptera,Myotis dominicensis,0,16,0
Chiroptera,Myotis elegans,2,5,7
Chiroptera,Myotis emarginatus,0,6,0
Chiroptera,Myotis escalerai,0,5,0
Chiroptera,Myotis evotis,0,120,3
Chiroptera,Myotis federatus,0,0,0
Chiroptera,Myotis fimbriatus,0,0,0
Chiroptera,Myotis findleyi,0,0,0
Chiroptera,Myotis formosus,0,0,0
Chiroptera,Myotis fortidens,0,4,0
Chiroptera,Myotis frater,0,1,1
Chiroptera,Myotis gomantongensis,0,2,0
Chiroptera,Myotis goudotii,0,42,3
Chiroptera,Myotis grisescens,2,3,14
Chiroptera,Myotis handleyi,0,0,0
Chiroptera,Myotis hasseltii,0,0,0
Chiroptera,Myotis hermani,0,0,0
Chiroptera,Myotis horsfieldii,0,30,2
Chiroptera,Myotis hoveli,0,0,0
Chiroptera,Myotis ikonnikovi,0,0,0
Chiroptera,Myotis indochinensis,0,0,0
Chiroptera,Myotis insularum,0,0,0
Chiroptera,Myotis izecksohni,0,2,0
Chiroptera,Myotis keaysi,1,21,1
Chiroptera,Myotis keenii,2,29,68
Chiroptera,Myotis laniger,0,0,2
Chiroptera,Myotis larensis,0,0,0
Chiroptera,Myotis lavali,0,5,0
Chiroptera,Myotis leibii,4,24,2
Chiroptera,Myotis levis,0,52,0
Chiroptera,Myotis longicaudatus,0,0,0
Chiroptera,Myotis longipes,0,0,1
Chiroptera,Myotis lucifugus,523,1127,228
Chiroptera,Myotis macrodactylus,0,0,0
Chiroptera,Myotis macropus,44,62,25
Chiroptera,Myotis macrotarsus,0,16,8
Chiroptera,Myotis martiniquensis,0,7,0
Chiroptera,Myotis midastactus,0,1,0
Chiroptera,Myotis moluccarum,10,0,5
Chiroptera,Myotis montivagus,0,3,0
Chiroptera,Myotis morrisi,0,0,0
Chiroptera,Myotis muricola,0,9,74
Chiroptera,Myotis myotis,0,5,9
Chiroptera,Myotis mystacinus,0,6,4
Chiroptera,Myotis nattereri,0,9,1
Chiroptera,Myotis nesopolus,0,2,3
Chiroptera,Myotis nigricans,3,129,102
Chiroptera,Myotis nimbaensis,0,0,0
Chiroptera,Myotis nipalensis,0,0,0
Chiroptera,Myotis nyctor,0,22,0
Chiroptera,Myotis occultus,0,32,1
Chiroptera,Myotis oreias,0,0,0
Chiroptera,Myotis oxyotus,0,3,1
Chiroptera,Myotis peninsularis,0,0,0
Chiroptera,Myotis pequinius,0,0,0
Chiroptera,Myotis petax,0,0,0
Chiroptera,Myotis peytoni,0,2,0
Chiroptera,Myotis phanluongi,0,0,0
Chiroptera,Myotis pilosatibialis,2,10,0
Chiroptera,Myotis pilosus,0,0,0
Chiroptera,Myotis planiceps,0,0,0
Chiroptera,Myotis pruinosus,0,0,0
Chiroptera,Myotis punicus,0,0,0
Chiroptera,Myotis ridleyi,0,8,0
Chiroptera,Myotis riparius,5,56,3
Chiroptera,Myotis rosseti,0,0,0
Chiroptera,Myotis ruber,0,7,0
Chiroptera,Myotis rufoniger,0,0,0
Chiroptera,Myotis rufopictus,0,2,0
Chiroptera,Myotis schaubi,0,0,0
Chiroptera,Myotis scotti,0,0,0
Chiroptera,Myotis secundus,0,0,0
Chiroptera,Myotis septentrionalis,28,94,0
Chiroptera,Myotis sibiricus,0,0,0
Chiroptera,Myotis sicarius,0,0,0
Chiroptera,Myotis siligorensis,0,1,0
Chiroptera,Myotis simus,0,5,0
Chiroptera,Myotis sodalis,162,168,28
Chiroptera,Myotis soror,0,0,0
Chiroptera,Myotis sowerbyi,0,0,0
Chiroptera,Myotis stalkeri,0,0,0
Chiroptera,Myotis thysanodes,0,156,11
Chiroptera,Myotis tricolor,0,7,0
Chiroptera,Myotis tschuliensis,0,0,0
Chiroptera,Myotis velifer,0,359,84
Chiroptera,Myotis vivesi,0,10,6
Chiroptera,Myotis volans,0,188,14
Chiroptera,Myotis weberi,0,0,0
Chiroptera,Myotis welwitschii,0,4,0
Chiroptera,Myotis yanbarensis,0,0,0
Chiroptera,Myotis yumanensis,0,443,49
Chiroptera,Myotis zenatius,0,0,0
Chiroptera,Mystacina robusta,0,0,1
Chiroptera,Mystacina tuberculata,0,0,0
Chiroptera,Myzopoda africana,0,0,0
Chiroptera,Myzopoda aurita,1,5,0
Chiroptera,Myzopoda schliemanni,0,4,0
Chiroptera,Nanonycteris veldkampii,0,0,0
Chiroptera,Natalus jamaicensis,0,0,0
Chiroptera,Natalus lanatus,0,0,0
Chiroptera,Natalus macrourus,0,0,0
Chiroptera,Natalus major,15,15,0
Chiroptera,Natalus mexicanus,0,15,47
Chiroptera,Natalus primus,0,0,0
Chiroptera,Natalus stramineus,0,60,22
Chiroptera,Natalus tumidirostris,2,8,0
Chiroptera,Neonycteris pusilla,0,0,0
Chiroptera,Neoplatymops mattogrossensis,0,0,0
Chiroptera,Neopteryx frosti,0,0,0
Chiroptera,Neoromicia anchietae,0,5,1
Chiroptera,Neoromicia bemainty,0,0,0
Chiroptera,Neoromicia guineensis,0,3,0
Chiroptera,Neoromicia somalica,0,1,0
Chiroptera,Neoromicia zuluensis,0,2,2
Chiroptera,Nesonycteris fardoulisi,29,3,0
Chiroptera,Nesonycteris woodfordi,18,0,0
Chiroptera,Noctilio albiventris,5,74,70
Chiroptera,Noctilio americanus,0,0,0
Chiroptera,Noctilio leporinus,2,133,63
Chiroptera,Notopteris macdonaldii,0,0,1
Chiroptera,Notopteris neocaledonicus,0,0,2
Chiroptera,Nyctalus aviator,0,0,0
Chiroptera,Nyctalus azoreum,0,0,0
Chiroptera,Nyctalus furvus,0,0,0
Chiroptera,Nyctalus lasiopterus,0,2,3
Chiroptera,Nyctalus leisleri,0,4,0
Chiroptera,Nyctalus montanus,0,0,0
Chiroptera,Nyctalus noctula,0,15,3
Chiroptera,Nyctalus plancyi,0,0,2
Chiroptera,Nycteris arge,2,4,11
Chiroptera,Nycteris aurita,0,1,0
Chiroptera,Nycteris gambiensis,0,0,0
Chiroptera,Nycteris grandis,2,6,8
Chiroptera,Nycteris hispida,3,7,16
Chiroptera,Nycteris intermedia,0,0,0
Chiroptera,Nycteris javanica,0,0,32
Chiroptera,Nycteris macrotis,1,4,16
Chiroptera,Nycteris madagascariensis,0,0,3
Chiroptera,Nycteris major,0,0,0
Chiroptera,Nycteris nana,0,0,3
Chiroptera,Nycteris parisii,0,0,0
Chiroptera,Nycteris thebaica,0,88,24
Chiroptera,Nycteris tragata,0,3,0
Chiroptera,Nycteris woodi,0,0,0
Chiroptera,Nycticeinops bellieri,0,0,0
Chiroptera,Nycticeinops crassulus,0,2,0
Chiroptera,Nycticeinops eisentrauti,0,0,0
Chiroptera,Nycticeinops grandidieri,0,1,0
Chiroptera,Nycticeinops happoldorum,0,0,0
Chiroptera,Nycticeinops macrocephalus,0,0,0
Chiroptera,Nycticeinops schlieffenii,2,7,4
Chiroptera,Nycticeinops serengetiensis,0,0,0
Chiroptera,Nycticeius aenobarbus,0,0,0
Chiroptera,Nycticeius cubanus,0,0,0
Chiroptera,Nycticeius humeralis,8,295,27
Chiroptera,Nyctiellus lepidus,4,4,149
Chiroptera,Nyctimene aello,0,1,1
Chiroptera,Nyctimene albiventer,1,9,0
Chiroptera,Nyctimene cephalotes,0,1,0
Chiroptera,Nyctimene certans,0,0,0
Chiroptera,Nyctimene cyclotis,0,1,0
Chiroptera,Nyctimene draconilla,0,0,0
Chiroptera,Nyctimene keasti,0,0,0
Chiroptera,Nyctimene major,23,2,0
Chiroptera,Nyctimene malaitensis,0,0,0
Chiroptera,Nyctimene masalai,0,2,0
Chiroptera,Nyctimene rabori,0,0,0
Chiroptera,Nyctimene robinsoni,17,18,4
Chiroptera,Nyctimene varius,0,0,0
Chiroptera,Nyctimene vizcaccia,54,4,1
Chiroptera,Nyctinomops aurispinosus,0,34,0
Chiroptera,Nyctinomops femorosaccus,0,15,25
Chiroptera,Nyctinomops laticaudatus,0,75,5
Chiroptera,Nyctinomops macrotis,0,39,0
Chiroptera,Nyctophilus arnhemensis,30,45,11
Chiroptera,Nyctophilus bifax,39,47,39
Chiroptera,Nyctophilus corbeni,9,9,26
Chiroptera,Nyctophilus daedalus,16,16,11
Chiroptera,Nyctophilus geoffroyi,479,573,427
Chiroptera,Nyctophilus gouldi,14,33,148
Chiroptera,Nyctophilus holtorum,0,0,0
Chiroptera,Nyctophilus howensis,0,0,0
Chiroptera,Nyctophilus major,66,91,42
Chiroptera,Nyctophilus microdon,0,0,0
Chiroptera,Nyctophilus microtis,0,0,0
Chiroptera,Nyctophilus nebulosus,0,0,0
Chiroptera,Nyctophilus sherrini,9,9,3
Chiroptera,Nyctophilus walkeri,24,39,11
Chiroptera,Otomops formosus,0,0,0
Chiroptera,Otomops harrisoni,0,3,0
Chiroptera,Otomops madagascariensis,0,12,0
Chiroptera,Otomops martiensseni,0,11,0
Chiroptera,Otomops papuensis,0,0,1
Chiroptera,Otomops secundus,0,0,0
Chiroptera,Otomops wroughtoni,0,0,0
Chiroptera,Otonycteris hemprichii,0,3,0
Chiroptera,Otonycteris leucophaea,0,0,0
Chiroptera,Otopteropus cartilagonodus,0,39,0
Chiroptera,Ozimops beccarii,0,0,0
Chiroptera,Ozimops cobourgianus,0,0,0
Chiroptera,Ozimops halli,4,10,0
Chiroptera,Ozimops kitcheneri,0,3,0
Chiroptera,Ozimops loriae,0,2,0
Chiroptera,Ozimops lumsdenae,59,69,3
Chiroptera,Ozimops petersi,76,95,11
Chiroptera,Ozimops planiceps,85,99,95
Chiroptera,Ozimops ridei,15,37,27
Chiroptera,Palaeochiropteryx tupaiodon,0,0,0
Chiroptera,Paranyctimene raptor,16,20,0
Chiroptera,Paranyctimene tenax,0,0,0
Chiroptera,Parastrellus hesperus,0,256,12
Chiroptera,Paratriaenops auritus,0,11,0
Chiroptera,Paratriaenops furcula,0,0,0
Chiroptera,Paratriaenops pauliani,0,0,0
Chiroptera,Paremballonura atrata,0,5,8
Chiroptera,Paremballonura tiavato,0,8,0
Chiroptera,Penthetor lucasii,0,26,18
Chiroptera,Perimyotis subflavus,32,115,92
Chiroptera,Peropteryx kappleri,1,21,4
Chiroptera,Peropteryx leucoptera,5,5,2
Chiroptera,Peropteryx macrotis,0,9,7
Chiroptera,Peropteryx pallidoptera,2,3,0
Chiroptera,Peropteryx trinitatis,0,3,21
Chiroptera,Pharotis imogene,0,0,0
Chiroptera,Philetor brachypterus,0,2,0
Chiroptera,Phoniscus aerosus,0,0,0
Chiroptera,Phoniscus atrox,0,1,0
Chiroptera,Phoniscus jagorii,0,0,0
Chiroptera,Phoniscus papuensis,10,10,1
Chiroptera,Phylloderma stenops,4,13,0
Chiroptera,Phyllonycteris aphylla,0,0,0
Chiroptera,Phyllonycteris major,0,0,0
Chiroptera,Phyllonycteris poeyi,4,4,38
Chiroptera,Phyllops falcatus,3,6,0
Chiroptera,Phyllostomus discolor,9,131,18
Chiroptera,Phyllostomus elongatus,10,88,2
Chiroptera,Phyllostomus hastatus,10,138,22
Chiroptera,Phyllostomus latifolius,0,1,2
Chiroptera,Pipistrellus abramus,0,4,53
Chiroptera,Pipistrellus adamsi,27,27,0
Chiroptera,Pipistrellus aero,0,5,0
Chiroptera,Pipistrellus angulatus,0,0,0
Chiroptera,Pipistrellus ceylonicus,0,3,4
Chiroptera,Pipistrellus collinus,0,0,0
Chiroptera,Pipistrellus coromandra,0,4,2
Chiroptera,Pipistrellus endoi,0,0,0
Chiroptera,Pipistrellus hanaki,0,0,0
Chiroptera,Pipistrellus hesperidus,0,11,0
Chiroptera,Pipistrellus inexspectatus,0,0,9
Chiroptera,Pipistrellus javanicus,0,29,0
Chiroptera,Pipistrellus kuhlii,0,68,26
Chiroptera,Pipistrellus maderensis,0,0,1
Chiroptera,Pipistrellus minahassae,0,0,0
Chiroptera,Pipistrellus murrayi,0,0,0
Chiroptera,Pipistrellus nanulus,0,0,0
Chiroptera,Pipistrellus nathusii,0,2,0
Chiroptera,Pipistrellus papuanus,0,0,0
Chiroptera,Pipistrellus paterculus,3,6,0
Chiroptera,Pipistrellus permixtus,0,0,0
Chiroptera,Pipistrellus pipistrellus,0,8,2
Chiroptera,Pipistrellus pygmaeus,0,5,1
Chiroptera,Pipistrellus raceyi,0,3,0
Chiroptera,Pipistrellus rusticus,0,0,1
Chiroptera,Pipistrellus stenopterus,0,2,0
Chiroptera,Pipistrellus sturdeei,0,0,0
Chiroptera,Pipistrellus tenuis,0,25,19
Chiroptera,Pipistrellus wattsi,0,0,0
Chiroptera,Pipistrellus westralis,5,5,0
Chiroptera,Platalina genovensium,2,2,38
Chiroptera,Platymops setiger,0,0,0
Chiroptera,Platyrrhinus albericoi,0,2,5
Chiroptera,Platyrrhinus angustirostris,0,1,0
Chiroptera,Platyrrhinus aquilus,0,0,0
Chiroptera,Platyrrhinus aurarius,0,6,0
Chiroptera,Platyrrhinus brachycephalus,0,27,1
Chiroptera,Platyrrhinus dorsalis,0,38,10
Chiroptera,Platyrrhinus fusciventris,0,1,0
Chiroptera,Platyrrhinus guianensis,0,0,0
Chiroptera,Platyrrhinus helleri,9,120,11
Chiroptera,Platyrrhinus incarum,2,5,0
Chiroptera,Platyrrhinus infuscus,1,33,1
Chiroptera,Platyrrhinus ismaeli,0,4,0
Chiroptera,Platyrrhinus lineatus,0,90,24
Chiroptera,Platyrrhinus masu,0,1,0
Chiroptera,Platyrrhinus matapalensis,0,4,0
Chiroptera,Platyrrhinus nitelinea,0,14,11
Chiroptera,Platyrrhinus recifinus,0,17,0
Chiroptera,Platyrrhinus umbratus,0,18,2
Chiroptera,Platyrrhinus vittatus,0,16,2
Chiroptera,Plecotus auritus,8,9,8
Chiroptera,Plecotus austriacus,0,6,0
Chiroptera,Plecotus balensis,0,0,0
Chiroptera,Plecotus christii,0,0,0
Chiroptera,Plecotus gaisleri,0,0,0
Chiroptera,Plecotus homochrous,0,0,0
Chiroptera,Plecotus kolombatovici,0,0,0
Chiroptera,Plecotus kozlovi,4,18,0
Chiroptera,Plecotus macrobullaris,0,7,0
Chiroptera,Plecotus ognevi,0,1,0
Chiroptera,Plecotus sacrimontis,0,0,1
Chiroptera,Plecotus sardus,0,0,0
Chiroptera,Plecotus strelkovi,0,0,0
Chiroptera,Plecotus taivanus,0,0,0
Chiroptera,Plecotus teneriffae,0,0,0
Chiroptera,Plecotus turkmenicus,0,0,0
Chiroptera,Plecotus wardi,0,0,0
Chiroptera,Plerotes anchietae,0,0,0
Chiroptera,Promops centralis,1,8,1
Chiroptera,Promops davisoni,1,1,0
Chiroptera,Promops nasutus,0,10,3
Chiroptera,Pseudorhinolophus schlosseri,0,0,0
Chiroptera,Pseudoromicia brunnea,0,0,1
Chiroptera,Pseudoromicia isabella,0,0,0
Chiroptera,Pseudoromicia kityoi,0,0,0
Chiroptera,Pseudoromicia nyanza,0,0,0
Chiroptera,Pseudoromicia rendalli,0,1,5
Chiroptera,Pseudoromicia roseveari,0,0,0
Chiroptera,Pseudoromicia tenuipinnis,0,9,10
Chiroptera,Ptenochirus jagorii,0,185,7
Chiroptera,Ptenochirus minor,0,28,0
Chiroptera,Ptenochirus wetmorei,1,25,0
Chiroptera,Pteralopex anceps,0,0,0
Chiroptera,Pteralopex atrata,0,0,0
Chiroptera,Pteralopex flanneryi,0,0,0
Chiroptera,Pteralopex taki,9,0,0
Chiroptera,Pteronotus alitonus,0,0,0
Chiroptera,Pteronotus davyi,6,52,14
Chiroptera,Pteronotus fulvus,0,13,4
Chiroptera,Pteronotus fuscus,0,0,0
Chiroptera,Pteronotus gymnonotus,0,5,61
Chiroptera,Pteronotus macleayii,2,7,28
Chiroptera,Pteronotus mesoamericanus,2,16,0
Chiroptera,Pteronotus mexicanus,0,43,5
Chiroptera,Pteronotus parnellii,15,237,19
Chiroptera,Pteronotus personatus,3,13,22
Chiroptera,Pteronotus portoricensis,0,2,0
Chiroptera,Pteronotus pristinus,0,0,0
Chiroptera,Pteronotus psilotis,0,15,0
Chiroptera,Pteronotus pusillus,2,3,2
Chiroptera,Pteronotus quadridens,14,41,14
Chiroptera,Pteronotus rubiginosus,25,26,0
Chiroptera,Pteropus admiralitatum,13,2,0
Chiroptera,Pteropus aldabrensis,0,1,0
Chiroptera,Pteropus alecto,269,417,153
Chiroptera,Pteropus anetianus,1,7,0
Chiroptera,Pteropus aruensis,0,0,0
Chiroptera,Pteropus brunneus,0,0,0
Chiroptera,Pteropus caniceps,0,0,0
Chiroptera,Pteropus capistratus,0,0,0
Chiroptera,Pteropus chrysoproctus,0,0,0
Chiroptera,Pteropus cognatus,0,0,1
Chiroptera,Pteropus conspicillatus,65,182,92
Chiroptera,Pteropus coxi,0,1,0
Chiroptera,Pteropus dasymallus,0,0,0
Chiroptera,Pteropus ennisae,0,1,0
Chiroptera,Pteropus faunulus,0,0,0
Chiroptera,Pteropus fundatus,0,0,0
Chiroptera,Pteropus gilliardorum,0,2,0
Chiroptera,Pteropus griseus,0,0,0
Chiroptera,Pteropus howensis,0,0,0
Chiroptera,Pteropus hypomelanus,1,9,2
Chiroptera,Pteropus keyensis,0,0,0
Chiroptera,Pteropus livingstonii,0,0,0
Chiroptera,Pteropus lombocensis,0,0,0
Chiroptera,Pteropus lylei,0,0,0
Chiroptera,Pteropus macrotis,22,23,0
Chiroptera,Pteropus mahaganus,0,0,0
Chiroptera,Pteropus mariannus,0,0,0
Chiroptera,Pteropus medius,0,0,4
Chiroptera,Pteropus melanopogon,0,0,0
Chiroptera,Pteropus melanotus,0,1,1
Chiroptera,Pteropus molossinus,0,7,0
Chiroptera,Pteropus neohibernicus,0,3,0
Chiroptera,Pteropus niger,0,0,2
Chiroptera,Pteropus nitendiensis,0,0,0
Chiroptera,Pteropus ocularis,0,0,0
Chiroptera,Pteropus ornatus,0,0,2
Chiroptera,Pteropus pelagicus,0,0,0
Chiroptera,Pteropus pelewensis,0,250,0
Chiroptera,Pteropus personatus,0,0,0
Chiroptera,Pteropus pilosus,0,0,0
Chiroptera,Pteropus pohlei,0,0,0
Chiroptera,Pteropus poliocephalus,188,187,39
Chiroptera,Pteropus pselaphon,0,0,0
Chiroptera,Pteropus pumilus,0,7,0
Chiroptera,Pteropus rayneri,5,0,0
Chiroptera,Pteropus rennelli,0,0,0
Chiroptera,Pteropus rodricensis,0,0,0
Chiroptera,Pteropus rufus,0,7,3
Chiroptera,Pteropus samoensis,1,2,2
Chiroptera,Pteropus scapulatus,275,284,48
Chiroptera,Pteropus seychellensis,0,0,0
Chiroptera,Pteropus speciosus,0,0,0
Chiroptera,Pteropus subniger,0,0,0
Chiroptera,Pteropus temminckii,0,1,0
Chiroptera,Pteropus tokudae,0,0,0
Chiroptera,Pteropus tonganus,1,17,7
Chiroptera,Pteropus tuberculatus,0,0,0
Chiroptera,Pteropus ualanus,0,0,2
Chiroptera,Pteropus vampyrus,2,3,0
Chiroptera,Pteropus vetula,0,0,0
Chiroptera,Pteropus voeltzkowi,0,0,1
Chiroptera,Pteropus woodfordi,17,1,1
Chiroptera,Pygoderma bilabiatum,0,99,4
Chiroptera,Rhinolophus achilles,0,0,0
Chiroptera,Rhinolophus acuminatus,0,2,7
Chiroptera,Rhinolophus adami,0,0,0
Chiroptera,Rhinolophus affinis,4,26,14
Chiroptera,Rhinolophus alcyone,1,11,3
Chiroptera,Rhinolophus alticolus,0,0,0
Chiroptera,Rhinolophus andamanensis,0,0,0
Chiroptera,Rhinolophus arcuatus,0,168,69
Chiroptera,Rhinolophus axillaris,0,0,0
Chiroptera,Rhinolophus beddomei,0,0,0
Chiroptera,Rhinolophus belligerator,0,0,0
Chiroptera,Rhinolophus bembanicus,0,0,0
Chiroptera,Rhinolophus blasii,0,39,0
Chiroptera,Rhinolophus bocharicus,0,0,0
Chiroptera,Rhinolophus borneensis,0,7,0
Chiroptera,Rhinolophus brockmani,0,0,0
Chiroptera,Rhinolophus canuti,0,0,0
Chiroptera,Rhinolophus capensis,0,0,1
Chiroptera,Rhinolophus celebensis,0,0,0
Chiroptera,Rhinolophus chaseni,0,0,0
Chiroptera,Rhinolophus chiewkweeae,0,0,0
Chiroptera,Rhinolophus clivosus,0,43,5
Chiroptera,Rhinolophus coelophyllus,0,0,0
Chiroptera,Rhinolophus cognatus,0,0,0
Chiroptera,Rhinolophus cognotus,0,0,0
Chiroptera,Rhinolophus cohenae,0,0,0
Chiroptera,Rhinolophus comutus,0,0,0
Chiroptera,Rhinolophus convexus,0,0,0
Chiroptera,Rhinolophus cornutus,0,0,4
Chiroptera,Rhinolophus creaghi,0,12,11
Chiroptera,Rhinolophus damarensis,0,0,0
Chiroptera,Rhinolophus darlingi,0,5,1
Chiroptera,Rhinolophus deckend,0,0,0
Chiroptera,Rhinolophus deckenii,0,5,2
Chiroptera,Rhinolophus denti,0,40,0
Chiroptera,Rhinolophus dobsoni,0,0,10
Chiroptera,Rhinolophus eloquens,0,9,13
Chiroptera,Rhinolophus episcopus,0,0,1
Chiroptera,Rhinolophus etjryale,0,0,0
Chiroptera,Rhinolophus euryale,0,1,7
Chiroptera,Rhinolophus euryotis,0,3,8
Chiroptera,Rhinolophus ferrum-eqtjinum,0,0,0
Chiroptera,Rhinolophus ferrumequinum,2,44,9
