order,species,frozen,tissue,buffer
Rodentia,Cavia cobaya,0,0,0
Rodentia,Cavia fulgida,0,1,0
Rodentia,Cavia magna,0,0,0
Rodentia,Cavia porcellus,1,7,5
Rodentia,Cavia tschudii,0,8,0
Rodentia,Cerradomys akroai,0,0,0
Rodentia,Cerradomys goytaca,0,0,0
Rodentia,Cerradomys langguthi,0,0,0
Rodentia,Cerradomys maracajuensis,0,2,0
Rodentia,Cerradomys marinhus,0,0,0
Rodentia,Cerradomys scotti,0,2,0
Rodentia,Cerradomys subflavus,0,36,0
Rodentia,Cerradomys vivoi,0,0,0
Rodentia,Chaetocauda sichuanensis,0,0,0
Rodentia,Chaetodipus arenarius,0,247,0
Rodentia,Chaetodipus artus,0,31,0
Rodentia,Chaetodipus baileyi,0,345,9
Rodentia,Chaetodipus californicus,3,468,5
Rodentia,Chaetodipus dalquesti,0,35,0
Rodentia,Chaetodipus eremicus,0,153,0
Rodentia,Chaetodipus fallax,0,191,1
Rodentia,Chaetodipus formosus,4,849,2
Rodentia,Chaetodipus goldmani,0,186,0
Rodentia,Chaetodipus hispidus,7,864,2
Rodentia,Chaetodipus intermedius,9,639,1
Rodentia,Chaetodipus lineatus,0,0,0
Rodentia,Chaetodipus nelsoni,0,378,0
Rodentia,Chaetodipus penicillatus,0,738,16
Rodentia,Chaetodipus pernix,0,74,0
Rodentia,Chaetodipus rudinoris,0,68,0
Rodentia,Chaetodipus siccus,0,0,0
Rodentia,Chaetodipus spinatus,0,132,3
Rodentia,Chaetomys subspinosus,0,0,0
Rodentia,Chelemys macronyx,0,45,0
Rodentia,Chelemys megalonyx,0,0,0
Rodentia,Chibchanomys orcesi,0,0,0
Rodentia,Chibchanomys trichotis,0,0,0
Rodentia,Chilomys instans,0,0,0
Rodentia,Chinchilla chinchilla,0,0,0
Rodentia,Chinchilla lanigera,0,5,0
Rodentia,Chinchillula sahamae,0,1,0
Rodentia,Chionomys gud,0,0,0
Rodentia,Chionomys nivalis,0,1,0
Rodentia,Chionomys roberti,0,0,0
Rodentia,Chiromyscus chiropus,0,0,0
Rodentia,Chiromyscus langbianis,0,0,0
Rodentia,Chiromyscus thomasi,0,0,0
Rodentia,Chiropodomys calamianensis,0,0,0
Rodentia,Chiropodomys gliroides,8,11,0
Rodentia,Chiropodomys karlkoopmani,0,0,0
Rodentia,Chiropodomys major,0,0,0
Rodentia,Chiropodomys muroides,0,0,0
Rodentia,Chiropodomys pusillus,0,0,0
Rodentia,Chiruromys forbesi,0,0,0
Rodentia,Chiruromys lamia,0,0,0
Rodentia,Chiruromys vates,0,1,0
Rodentia,Chrotomys gonzalesi,0,0,0
Rodentia,Chrotomys mindorensis,0,26,0
Rodentia,Chrotomys sibuyanensis,0,0,0
Rodentia,Chrotomys silaceus,0,18,0
Rodentia,Chrotomys whiteheadi,0,24,0
Rodentia,Clyomys laticeps,0,0,0
Rodentia,Coccymys ruemmleri,0,0,0
Rodentia,Coccymys shawmayeri,0,0,0
Rodentia,Coendou baturitensis,0,0,0
Rodentia,Coendou bicolor,0,2,0
Rodentia,Coendou nycthemera,0,0,0
Rodentia,Coendou prehensilis,0,8,0
Rodentia,Coendou quichua,0,0,0
Rodentia,Coendou rothschildi,0,0,0
Rodentia,Coendou speratus,0,0,0
Rodentia,Colomys goslingi,0,22,0
Rodentia,Conilurus albipes,0,0,0
Rodentia,Conilurus penicillatus,240,240,4
Rodentia,Crateromys australis,0,0,0
Rodentia,Crateromys ballik,0,0,0
Rodentia,Crateromys heaneyi,0,1,0
Rodentia,Crateromys paulus,0,0,0
Rodentia,Crateromys schadenbergi,0,0,0
Rodentia,Cratogeomys castanops,1,158,0
Rodentia,Cratogeomys fulvescens,1,11,0
Rodentia,Cratogeomys fumosus,1,54,0
Rodentia,Cratogeomys goldmani,0,100,4
Rodentia,Cratogeomys merriami,0,16,0
Rodentia,Cratogeomys perotensis,0,19,0
Rodentia,Cratogeomys planiceps,1,20,0
Rodentia,Cremnomys cutchicus,0,0,0
Rodentia,Cremnomys elvira,0,0,0
Rodentia,Cricetomys ansorgei,0,5,0
Rodentia,Cricetomys emini,0,2,0
Rodentia,Cricetomys gambianus,1,8,0
Rodentia,Cricetomys kivuensis,0,0,0
Rodentia,Cricetulus alticola,0,0,0
Rodentia,Cricetulus barabensis,44,191,0
Rodentia,Cricetulus kamensis,0,2,0
Rodentia,Cricetulus longicaudatus,9,102,0
Rodentia,Cricetulus migratorius,1,109,6
Rodentia,Cricetulus sokolovi,0,2,0
Rodentia,Cricetus cricetus,0,1,0
Rodentia,Crossomys moncktoni,0,0,0
Rodentia,Crunomys celebensis,0,0,0
Rodentia,Crunomys melanius,0,1,0
Rodentia,Crunomys suncoides,0,0,0
Rodentia,Cryptomys amatus,0,0,0
Rodentia,Cryptomys anselli,0,0,0
Rodentia,Cryptomys bocagei,0,0,0
Rodentia,Cryptomys damarensis,0,10,0
Rodentia,Cryptomys darlingi,0,0,0
Rodentia,Cryptomys foxi,0,0,0
Rodentia,Cryptomys hottentotus,1,10,2
Rodentia,Cryptomys kafuensis,0,0,0
Rodentia,Cryptomys mechowi,0,0,0
Rodentia,Cryptomys natalensis,0,0,0
Rodentia,Cryptomys ochraceocinereus,0,0,0
Rodentia,Cryptomys zechi,0,0,0
Rodentia,Ctenodactylus gundi,0,7,0
Rodentia,Ctenodactylus vali,0,0,0
Rodentia,Ctenomys argentinus,0,0,0
Rodentia,Ctenomys australis,0,0,0
Rodentia,Ctenomys azarae,0,2,0
Rodentia,Ctenomys bergi,0,0,0
Rodentia,Ctenomys boliviensis,1,20,0
Rodentia,Ctenomys bonettoi,0,0,0
Rodentia,Ctenomys brasiliensis,0,0,0
Rodentia,Ctenomys budini,0,0,0
Rodentia,Ctenomys colburni,0,0,0
Rodentia,Ctenomys coludo,0,0,0
Rodentia,Ctenomys conoveri,0,2,0
Rodentia,Ctenomys coyhaiquensis,0,0,0
Rodentia,Ctenomys dorbignyi,0,0,0
Rodentia,Ctenomys dorsalis,0,0,0
Rodentia,Ctenomys emilianus,0,0,0
Rodentia,Ctenomys famosus,0,0,0
Rodentia,Ctenomys flamarioni,0,0,0
Rodentia,Ctenomys fochi,0,2,0
Rodentia,Ctenomys fodax,0,0,0
Rodentia,Ctenomys frater,0,0,0
Rodentia,Ctenomys fulvus,0,0,0
Rodentia,Ctenomys goodfellowi,0,0,0
Rodentia,Ctenomys haigi,0,78,0
Rodentia,Ctenomys ibicuiensis,0,0,0
Rodentia,Ctenomys juris,0,0,0
Rodentia,Ctenomys knighti,0,0,0
Rodentia,Ctenomys lami,0,0,0
Rodentia,Ctenomys latro,0,0,0
Rodentia,Ctenomys leucodon,0,2,0
Rodentia,Ctenomys lewisi,0,0,0
Rodentia,Ctenomys magellanicus,0,0,0
Rodentia,Ctenomys maulinus,0,5,0
Rodentia,Ctenomys mendocinus,0,60,0
Rodentia,Ctenomys minutus,0,0,0
Rodentia,Ctenomys occultus,0,0,0
Rodentia,Ctenomys opimus,0,21,0
Rodentia,Ctenomys pearsoni,0,2,0
Rodentia,Ctenomys perrensi,0,0,0
Rodentia,Ctenomys peruanus,0,0,0
Rodentia,Ctenomys pontifex,0,7,0
Rodentia,Ctenomys porteousi,0,0,0
Rodentia,Ctenomys pundti,0,0,0
Rodentia,Ctenomys rionegrensis,0,0,0
Rodentia,Ctenomys roigi,0,0,0
Rodentia,Ctenomys saltarius,0,0,0
Rodentia,Ctenomys scagliai,0,0,0
Rodentia,Ctenomys sericeus,0,0,0
Rodentia,Ctenomys sociabilis,0,94,0
Rodentia,Ctenomys steinbachi,0,4,0
Rodentia,Ctenomys sylvanus,0,3,0
Rodentia,Ctenomys talarum,0,0,0
Rodentia,Ctenomys torquatus,0,0,0
Rodentia,Ctenomys tuconax,0,0,0
Rodentia,Ctenomys tucumanus,0,0,0
Rodentia,Ctenomys tulduco,0,0,0
Rodentia,Ctenomys validus,0,0,0
Rodentia,Ctenomys viperinus,0,0,0
Rodentia,Ctenomys yolandae,0,0,0
Rodentia,Cuniculus paca,7,24,2
Rodentia,Cuniculus taczanowskii,0,1,0
Rodentia,Cuscomys ashaninka,0,0,0
Rodentia,Cynomys gunnisoni,7,136,0
Rodentia,Cynomys leucurus,0,31,0
Rodentia,Cynomys ludovicianus,2,217,0
Rodentia,Cynomys mexicanus,0,28,1
Rodentia,Cynomys parvidens,0,4,0
Rodentia,Cynomys socialis,0,0,0
Rodentia,Dacnomys millardi,0,2,0
Rodentia,Dactylomys boliviensis,0,9,0
Rodentia,Dactylomys dactylinus,0,5,0
Rodentia,Dactylomys peruanus,0,0,0
Rodentia,Dasymys alleni,0,2,0
Rodentia,Dasymys cabrali,0,0,0
Rodentia,Dasymys foxi,0,0,0
Rodentia,Dasymys incomtus,0,12,0
Rodentia,Dasymys montanus,0,8,0
Rodentia,Dasymys nudipes,0,0,0
Rodentia,Dasymys rufulus,0,2,0
Rodentia,Dasymys rwandae,0,5,0
Rodentia,Dasymys sua,0,19,0
Rodentia,Dasyprocta azarae,0,1,1
Rodentia,Dasyprocta coibae,0,0,0
Rodentia,Dasyprocta cristata,0,0,0
Rodentia,Dasyprocta croconota,0,0,0
Rodentia,Dasyprocta fuliginosa,1,11,0
Rodentia,Dasyprocta guamara,0,0,0
Rodentia,Dasyprocta kalinowskii,0,0,0
Rodentia,Dasyprocta leporina,0,4,1
Rodentia,Dasyprocta mexicana,0,0,0
Rodentia,Dasyprocta prymnolopha,0,0,0
Rodentia,Dasyprocta punctata,1,4,1
Rodentia,Dasyprocta ruatanica,0,0,0
Rodentia,Dasyprocta variegata,0,0,0
Rodentia,Delanymys brooksi,0,11,0
Rodentia,Delomys altimontanus,0,0,0
Rodentia,Delomys dorsalis,0,73,0
Rodentia,Delomys sublineatus,0,30,0
Rodentia,Deltamys araucaria,0,0,0
Rodentia,Deltamys kempi,0,0,0
Rodentia,Dendromus insignis,0,31,4
Rodentia,Dendromus kahuziensis,0,0,0
Rodentia,Dendromus lachaisei,0,0,0
Rodentia,Dendromus lovati,0,1,1
Rodentia,Dendromus melanotis,0,12,0
Rodentia,Dendromus mesomelas,0,44,1
Rodentia,Dendromus messorius,0,1,1
Rodentia,Dendromus mystacalis,0,13,1
Rodentia,Dendromus nyasae,0,14,0
Rodentia,Dendromus nyikae,0,31,0
Rodentia,Dendromus oreas,0,0,0
Rodentia,Dendromus pumilio,0,0,0
Rodentia,Dendromus ruppi,0,0,0
Rodentia,Dendromus vernayi,0,0,0
Rodentia,Dendroprionomys rousseloti,0,0,0
Rodentia,Deomys ferrugineus,0,11,6
Rodentia,Dephomys defua,0,0,0
Rodentia,Dephomys eburneae,0,0,0
Rodentia,Desmodilliscus braueri,0,3,0
Rodentia,Desmodillus auricularis,0,28,0
Rodentia,Desmomys harringtoni,0,1,0
Rodentia,Desmomys yaldeni,0,0,0
Rodentia,Dicrostonyx groenlandicus,82,232,0
Rodentia,Dicrostonyx hudsonius,0,5,0
Rodentia,Dicrostonyx nelsoni,0,0,0
Rodentia,Dicrostonyx nunatakensis,0,0,0
Rodentia,Dicrostonyx richardsoni,0,0,0
Rodentia,Dicrostonyx torquatus,9,26,0
Rodentia,Dicrostonyx unalascensis,0,0,0
Rodentia,Dicrostonyx vinogradovi,0,0,0
Rodentia,Dinaromys bogdanovi,0,0,0
Rodentia,Dinomys branickii,0,12,0
Rodentia,Diomys crumpi,0,0,0
Rodentia,Diplomys labilis,0,1,0
Rodentia,Diplomys rufodorsalis,0,0,0
Rodentia,Diplothrix legata,0,0,0
Rodentia,Dipodillus bottai,0,0,0
Rodentia,Dipodillus campestris,0,10,0
Rodentia,Dipodillus dasyurus,0,52,0
Rodentia,Dipodillus harwoodi,0,1,0
Rodentia,Dipodillus jamesi,0,0,0
Rodentia,Dipodillus lowei,0,0,0
Rodentia,Dipodillus mackilligini,0,0,0
Rodentia,Dipodillus maghrebi,0,0,0
Rodentia,Dipodillus rupicola,0,0,0
Rodentia,Dipodillus simoni,0,6,0
Rodentia,Dipodillus somalicus,0,0,1
Rodentia,Dipodillus stigmonyx,0,0,0
Rodentia,Dipodillus zakariai,0,0,0
Rodentia,Dipodomys agilis,0,261,0
Rodentia,Dipodomys californicus,0,79,0
Rodentia,Dipodomys compactus,0,42,0
Rodentia,Dipodomys deserti,2,236,0
Rodentia,Dipodomys elator,0,4,0
Rodentia,Dipodomys gravipes,0,0,0
Rodentia,Dipodomys heermanni,0,158,2
Rodentia,Dipodomys ingens,0,24,3
Rodentia,Dipodomys merriami,24,2162,26
Rodentia,Dipodomys microps,4,358,1
Rodentia,Dipodomys nelsoni,0,33,0
Rodentia,Dipodomys nitratoides,0,107,2
Rodentia,Dipodomys ordii,13,1265,3
Rodentia,Dipodomys ornatus,0,4,0
Rodentia,Dipodomys panamintinus,0,450,2
Rodentia,Dipodomys phillipsii,0,30,7
Rodentia,Dipodomys simulans,0,31,0
Rodentia,Dipodomys spectabilis,1,107,2
Rodentia,Dipodomys stephensi,0,16,0
Rodentia,Dipodomys venustus,0,25,0
Rodentia,Dipus sagitta,2,103,2
Rodentia,Distylomys burqinensis,0,0,0
Rodentia,Dolicavia minuscula,0,0,0
Rodentia,Dolichotis patagonum,0,0,0
Rodentia,Dolichotis salinicola,0,11,0
Rodentia,Dremomys everetti,0,6,0
Rodentia,Dremomys gularis,0,1,0
Rodentia,Dremomys lokriah,0,2,0
Rodentia,Dremomys pernyi,0,6,0
Rodentia,Dremomys pyrrhomerus,0,1,0
Rodentia,Dremomys rufigenis,4,6,0
Rodentia,Drymoreomys albimaculatus,0,4,0
Rodentia,Dryomys laniger,0,0,0
Rodentia,Dryomys niethammeri,0,0,0
Rodentia,Dryomys nitedula,1,16,1
Rodentia,Echimys chrysurus,0,4,0
Rodentia,Echimys guianae,0,0,4
Rodentia,Echimys saturnus,0,0,0
Rodentia,Echimys semivillosus,0,0,0
Rodentia,Echimys vieirai,0,0,0
Rodentia,Echinoprocta rufescens,0,0,0
Rodentia,Echiothrix centrosa,0,0,0
Rodentia,Echiothrix leucura,0,3,0
Rodentia,Elasmodontomys obliquus,0,0,0
Rodentia,Eligmodontia arizonae,0,0,0
Rodentia,Eligmodontia bolsonensis,0,28,0
Rodentia,Eligmodontia dunaris,0,0,0
Rodentia,Eligmodontia hirtipes,0,9,0
Rodentia,Eligmodontia moreni,0,152,0
Rodentia,Eligmodontia morgani,0,98,0
Rodentia,Eligmodontia puerulus,0,77,0
Rodentia,Eligmodontia typus,0,196,0
Rodentia,Eliomys melanurus,2,1,0
Rodentia,Eliomys munbyanus,0,0,0
Rodentia,Eliomys quercinus,0,7,0
Rodentia,Eliurus antsingy,0,4,0
Rodentia,Eliurus carletoni,0,12,0
Rodentia,Eliurus ellermani,0,0,0
Rodentia,Eliurus grandidieri,0,3,0
Rodentia,Eliurus majori,0,8,0
Rodentia,Eliurus minor,1,26,0
Rodentia,Eliurus myoxinus,0,12,2
Rodentia,Eliurus penicillatus,0,0,0
Rodentia,Eliurus petteri,0,1,0
Rodentia,Eliurus tanala,0,14,0
Rodentia,Eliurus webbi,0,14,0
Rodentia,Ellobius alaicus,0,0,0
Rodentia,Ellobius fuscocapillus,0,0,0
Rodentia,Ellobius lutescens,0,0,0
Rodentia,Ellobius talpinus,0,0,0
Rodentia,Ellobius tancrei,13,85,0
Rodentia,Eoglaucomys fimbriatus,0,1,0
Rodentia,Eolagurus luteus,0,12,0
Rodentia,Eolagurus przewalskii,0,0,0
Rodentia,Eospalax baileyi,0,0,0
Rodentia,Eospalax cansus,0,0,0
Rodentia,Eospalax fontanierii,0,0,0
Rodentia,Eospalax rothschildi,0,0,0
Rodentia,Eospalax smithii,0,0,0
Rodentia,Eothenomys cachinus,0,0,0
Rodentia,Eothenomys chinensis,0,0,0
Rodentia,Eothenomys custos,0,0,0
Rodentia,Eothenomys eleusis,0,0,0
Rodentia,Eothenomys melanogaster,0,33,0
Rodentia,Eothenomys miletus,0,4,0
Rodentia,Eothenomys olitor,0,0,0
Rodentia,Eothenomys proditor,0,0,0
Rodentia,Eothenomys wardi,0,0,0
Rodentia,Eozapus setchuanus,0,1,0
Rodentia,Epixerus ebii,0,0,0
Rodentia,Eremodipus lichtensteini,0,0,0
Rodentia,Eremoryzomys polius,0,1,0
Rodentia,Erethizon dorsatus,2,70,15
Rodentia,Eropeplus canus,0,4,0
Rodentia,Euchoreutes naso,0,3,0
Rodentia,Eucricetodon huerzeleri,0,0,0
Rodentia,Eumys elegans,0,0,0
Rodentia,Euneomys chinchilloides,0,13,0
Rodentia,Euneomys mordax,0,1,0
Rodentia,Euneomys petersoni,0,0,0
Rodentia,Eupetaurus cinereus,0,0,0
Rodentia,Eupetaurus nivamons,0,0,0
Rodentia,Eupetaurus tibetensis,0,0,0
Rodentia,Euphilus ambrosettianus,0,0,0
Rodentia,Euryoryzomys emmonsae,0,11,0
Rodentia,Euryoryzomys lamia,0,0,0
Rodentia,Euryoryzomys legatus,0,13,0
Rodentia,Euryoryzomys macconnelli,2,41,0
Rodentia,Euryoryzomys nitidus,0,33,0
Rodentia,Euryoryzomys russatus,0,98,0
Rodentia,Euryzygomatomys spinosus,0,0,0
Rodentia,Eutamias canipes,0,0,0
Rodentia,Exilisciurus concinnus,0,0,0
Rodentia,Exilisciurus exilis,0,2,3
Rodentia,Exilisciurus whiteheadi,0,2,0
Rodentia,Felovia vae,0,0,0
Rodentia,Floresomys guanajuatoensis,0,0,0
Rodentia,Fukomys damarensis,0,0,0
Rodentia,Fukomys hanangensis,0,0,0
Rodentia,Fukomys livingstoni,0,0,0
Rodentia,Fukomys mechowii,0,0,0
Rodentia,Funambulus layardi,0,2,0
Rodentia,Funambulus palmarum,0,3,1
Rodentia,Funambulus pennantii,2,6,2
Rodentia,Funambulus sublineatus,0,0,0
Rodentia,Funambulus tristriatus,0,0,0
Rodentia,Funisciurus anerythrus,0,0,0
Rodentia,Funisciurus bayonii,0,0,0
Rodentia,Funisciurus carruthersi,0,1,0
Rodentia,Funisciurus congicus,0,0,0
Rodentia,Funisciurus isabella,0,0,0
Rodentia,Funisciurus lemniscatus,0,0,0
Rodentia,Funisciurus leucogenys,0,0,0
Rodentia,Funisciurus pyrropus,0,6,0
Rodentia,Funisciurus substriatus,0,0,0
Rodentia,Galea comes,0,8,0
Rodentia,Galea flavidens,0,0,0
Rodentia,Galea musteloides,0,33,3
Rodentia,Galea spixii,0,0,0
Rodentia,Galenomys garleppi,0,0,0
Rodentia,Geocapromys brownii,0,0,0
Rodentia,Geocapromys columbianus,0,0,0
Rodentia,Geocapromys ingrahami,0,2,0
Rodentia,Geocapromys thoracatus,0,0,0
Rodentia,Geomys arenarius,0,34,0
Rodentia,Geomys attwateri,0,69,0
Rodentia,Geomys breviceps,0,272,0
Rodentia,Geomys bursarius,16,492,3
Rodentia,Geomys jugossicularis,0,0,0
Rodentia,Geomys knoxjonesi,0,82,0
Rodentia,Geomys lutescens,1,4,0
Rodentia,Geomys minor,0,0,0
Rodentia,Geomys personatus,1,63,0
Rodentia,Geomys pinetis,1,75,4
Rodentia,Geomys texensis,0,33,0
Rodentia,Geomys tropicalis,0,13,0
Rodentia,Georychus capensis,2,1,0
Rodentia,Geoxus lafkenche,0,0,0
Rodentia,Geoxus valdivianus,0,57,0
Rodentia,Gerbilliscus afra,0,11,0
Rodentia,Gerbilliscus boehmi,0,1,0
Rodentia,Gerbilliscus brantsii,0,69,0
Rodentia,Gerbilliscus gambiana,0,0,0
Rodentia,Gerbilliscus guineae,0,0,0
Rodentia,Gerbilliscus inclusus,0,1,0
Rodentia,Gerbilliscus kempii,0,10,0
Rodentia,Gerbilliscus leucogaster,1,113,2
Rodentia,Gerbilliscus nigricaudus,0,2,0
Rodentia,Gerbilliscus phillipsi,0,0,0
Rodentia,Gerbilliscus robustus,0,85,0
Rodentia,Gerbilliscus validus,0,197,0
Rodentia,Gerbillurus paeba,0,76,0
Rodentia,Gerbillurus setzeri,0,15,0
Rodentia,Gerbillurus tytonis,0,7,0
Rodentia,Gerbillurus vallinus,0,12,0
Rodentia,Gerbillus acticola,0,0,0
Rodentia,Gerbillus agag,0,0,0
Rodentia,Gerbillus amoenus,0,1,0
Rodentia,Gerbillus andersoni,0,9,0
Rodentia,Gerbillus aquilus,0,1,0
Rodentia,Gerbillus brockmani,0,0,0
Rodentia,Gerbillus cheesmani,0,2,0
Rodentia,Gerbillus dunni,0,0,0
Rodentia,Gerbillus famulus,0,1,0
Rodentia,Gerbillus floweri,0,0,0
Rodentia,Gerbillus garamantis,0,0,0
Rodentia,Gerbillus gerbillus,0,7,0
Rodentia,Gerbillus gleadowi,0,1,0
Rodentia,Gerbillus henleyi,0,3,0
Rodentia,Gerbillus hesperinus,0,1,0
Rodentia,Gerbillus hoogstraali,0,1,0
Rodentia,Gerbillus latastei,0,3,0
Rodentia,Gerbillus mauritaniae,0,2,0
Rodentia,Gerbillus mesopotamiae,0,1,0
Rodentia,Gerbillus muriculus,0,0,0
Rodentia,Gerbillus nancillus,0,0,0
Rodentia,Gerbillus nanus,1,42,1
Rodentia,Gerbillus nigeriae,0,1,0
Rodentia,Gerbillus occiduus,0,0,0
Rodentia,Gerbillus perpallidus,0,1,0
Rodentia,Gerbillus poecilops,0,1,0
Rodentia,Gerbillus principulus,0,0,0
Rodentia,Gerbillus pulvinatus,0,1,0
Rodentia,Gerbillus pusillus,0,0,0
Rodentia,Gerbillus pyramidum,0,11,0
Rodentia,Gerbillus rosalinda,0,0,0
Rodentia,Gerbillus syrticus,0,0,0
Rodentia,Gerbillus tarabuli,0,4,0
Rodentia,Gerbillus vivax,0,1,0
Rodentia,Gerbillus watersi,0,0,0
Rodentia,Glaucomys sabrinus,23,393,80
Rodentia,Glaucomys volans,56,140,40
Rodentia,Glirulus japonicus,0,0,0
Rodentia,Glis glis,0,4,0
Rodentia,Glyphotes simus,0,1,0
Rodentia,Golunda ellioti,0,0,0
Rodentia,Grammomys aridulus,0,0,0
Rodentia,Grammomys brevirostris,0,0,0
Rodentia,Grammomys buntingi,0,0,0
Rodentia,Grammomys caniceps,0,0,0
Rodentia,Grammomys cometes,0,4,0
Rodentia,Grammomys dolichurus,0,118,2
Rodentia,Grammomys dryas,0,7,0
Rodentia,Grammomys gigas,0,0,0
Rodentia,Grammomys ibeanus,0,21,0
Rodentia,Grammomys kuru,0,0,0
Rodentia,Grammomys macmillani,0,17,0
Rodentia,Grammomys minnae,0,0,0
Rodentia,Grammomys poensis,0,1,0
Rodentia,Grammomys selousi,0,0,0
Rodentia,Graomys centralis,0,2,0
Rodentia,Graomys chacoensis,0,0,0
Rodentia,Graomys domorum,0,16,0
Rodentia,Graomys edithae,0,0,0
Rodentia,Graomys griseoflavus,0,537,0
Rodentia,Graphiurus angolensis,0,0,0
Rodentia,Graphiurus christyi,0,0,0
Rodentia,Graphiurus crassicaudatus,0,0,0
Rodentia,Graphiurus johnstoni,0,0,0
Rodentia,Graphiurus kelleni,0,2,0
Rodentia,Graphiurus lorraineus,0,0,0
Rodentia,Graphiurus microtis,0,1,0
Rodentia,Graphiurus monardi,0,0,0
Rodentia,Graphiurus murinus,0,57,1
Rodentia,Graphiurus nagtglasii,0,0,0
Rodentia,Graphiurus ocularis,0,0,0
Rodentia,Graphiurus platyops,0,0,0
Rodentia,Graphiurus rupicola,0,0,0
Rodentia,Graphiurus surdus,0,0,0
Rodentia,Guanajuatomys hibbardi,0,0,0
Rodentia,Gymnoptychus minutus,0,0,0
Rodentia,Gymnuromys roberti,0,3,0
Rodentia,Habromys chinanteco,0,0,0
Rodentia,Habromys delicatulus,0,0,0
Rodentia,Habromys ixtlani,0,26,0
Rodentia,Habromys lepturus,0,46,0
Rodentia,Habromys lophurus,0,7,0
Rodentia,Habromys schmidlyi,0,3,0
Rodentia,Habromys simulatus,0,0,0
Rodentia,Hadromys humei,0,0,0
Rodentia,Haeromys minahassae,0,5,0
Rodentia,Haeromys pusillus,0,0,0
Rodentia,Halmaheramys bokimekot,0,0,0
Rodentia,Handleyomys fuscatus,0,2,0
Rodentia,Handleyomys intectus,0,0,2
Rodentia,Hansdebruijnia erksinae,0,0,0
Rodentia,Hapalomys delacouri,0,0,0
Rodentia,Hapalomys longicaudatus,0,0,0
Rodentia,Hasegawanema yuroense,0,0,0
Rodentia,Heimyscus fumosus,0,0,0
Rodentia,Helgenema keablei,0,0,0
Rodentia,Heliophobius argenteocinereus,0,20,8
Rodentia,Heliosciurus gambianus,0,2,1
Rodentia,Heliosciurus mutabilis,0,4,0
Rodentia,Heliosciurus punctatus,0,0,0
Rodentia,Heliosciurus rufobrachium,0,4,0
Rodentia,Heliosciurus ruwenzorii,0,0,0
Rodentia,Heliosciurus undulatus,0,0,0
Rodentia,Hesperomys fulvescens,0,0,0
Rodentia,Heterocephalus glaber,4,24,142
Rodentia,Heterocricetodon gaimersheimensis,0,0,0
Rodentia,Heteromys anomalus,5,20,6
Rodentia,Heteromys australis,0,42,35
Rodentia,Heteromys catopterius,17,17,0
Rodentia,Heteromys desmarestianus,14,228,1
Rodentia,Heteromys gaumeri,0,16,0
Rodentia,Heteromys goldmani,0,11,0
Rodentia,Heteromys nelsoni,0,9,0
Rodentia,Heteromys nubicolens,3,11,0
Rodentia,Heteromys oasicus,1,1,0
Rodentia,Heteromys oresterus,0,1,0
Rodentia,Heteromys teleus,0,0,0
Rodentia,Heteroxerus grivensis,0,0,0
Rodentia,Hodomys alleni,0,2,0
Rodentia,Holochilus brasiliensis,0,4,0
Rodentia,Holochilus chacarius,0,246,0
Rodentia,Holochilus sciureus,0,62,0
Rodentia,Holochilus vulpinus,0,0,0
Rodentia,Hoplomys gymnurus,0,9,0
Rodentia,Hybomys badius,0,0,0
Rodentia,Hybomys basilii,0,0,0
Rodentia,Hybomys lunaris,0,6,0
Rodentia,Hybomys planifrons,0,0,0
Rodentia,Hybomys trivirgatus,0,0,0
Rodentia,Hybomys univittatus,1,47,3
Rodentia,Hydrochoeris hydrochaeris,0,0,0
Rodentia,Hydrochoerus hydrochaeris,10,42,1
Rodentia,Hydrochoerus isthmius,0,0,0
Rodentia,Hydromys chrysogaster,58,72,64
Rodentia,Hydromys hussoni,0,0,0
Rodentia,Hydromys neobritannicus,0,0,0
Rodentia,Hydromys ziegleri,0,0,0
Rodentia,Hylaeamys acritus,0,8,0
Rodentia,Hylaeamys laticeps,0,21,0
Rodentia,Hylaeamys megacephalus,4,252,0
Rodentia,Hylaeamys oniscus,0,0,0
Rodentia,Hylaeamys perenensis,2,445,0
Rodentia,Hylaeamys tatei,0,0,0
Rodentia,Hylaeamys yunganus,0,192,0
Rodentia,Hylomyscus aeta,0,9,0
Rodentia,Hylomyscus alleni,0,18,0
Rodentia,Hylomyscus anselli,0,0,0
Rodentia,Hylomyscus arcimontensis,0,31,9
Rodentia,Hylomyscus baeri,0,0,0
Rodentia,Hylomyscus carillus,0,0,0
Rodentia,Hylomyscus denniae,0,51,0
Rodentia,Hylomyscus grandis,0,0,0
Rodentia,Hylomyscus heinrichorum,0,0,0
Rodentia,Hylomyscus kaimosae,0,0,0
Rodentia,Hylomyscus kerbispeterhansi,0,21,0
Rodentia,Hylomyscus mpungamachagorum,0,0,0
Rodentia,Hylomyscus pamfi,0,0,0
Rodentia,Hylomyscus parvus,0,2,0
Rodentia,Hylomyscus pygmaeus,0,0,0
Rodentia,Hylomyscus simus,0,0,0
Rodentia,Hylomyscus stanleyi,0,7,0
Rodentia,Hylomyscus stella,0,108,0
Rodentia,Hylomyscus thornesmithae,0,0,0
Rodentia,Hylomyscus vulcanorum,0,50,0
Rodentia,Hylomyscus walterverheyeni,0,1,0
Rodentia,Hylopetes alboniger,0,0,0
Rodentia,Hylopetes bartelsi,0,0,0
Rodentia,Hylopetes nigripes,0,0,0
