order,species,taxonKey,n
Chiroptera,Mops brachypterus,4266481,175
Chiroptera,Mops brachypterus,5787318,30
Chiroptera,Mops brachypterus,9185667,1
Chiroptera,Mops condylurus,2433075,3284
Chiroptera,Mops condylurus,4266483,136
Chiroptera,Mops condylurus,4266487,399
Chiroptera,Mops condylurus,4266490,73
Chiroptera,Mops condylurus,5787354,1067
Chiroptera,Mops condylurus,5787355,1
Chiroptera,Mops condylurus,7261909,22
Chiroptera,Mops condylurus,9997687,53
Chiroptera,Mops congicus,2433066,94
Chiroptera,Mops congicus,5787343,37
Chiroptera,Mops demonstrator,2433071,86
Chiroptera,Mops demonstrator,5787321,12
Chiroptera,Mops leucogaster,5787334,114
Chiroptera,Mops leucostigma,4266488,203
Chiroptera,Mops leucostigma,5787322,87
Chiroptera,Mops midas,2433076,351
Chiroptera,Mops midas,4266484,21
Chiroptera,Mops midas,4266489,2
Chiroptera,Mops midas,5787367,227
Chiroptera,Mops midas,8902302,1
Chiroptera,Mops midas,10845189,1
Chiroptera,Mops mops,2433072,78
Chiroptera,Mops mops,5787346,67
Chiroptera,Mops mops,10638003,2
Chiroptera,Mops nanulus,2433077,148
Chiroptera,Mops nanulus,5787323,130
Chiroptera,Mops niangarae,2433067,1
Chiroptera,Mops niveiventer,2433073,115
Chiroptera,Mops niveiventer,5787347,7
Chiroptera,Mops petersoni,2433078,13
Chiroptera,Mops petersoni,5787328,44
Chiroptera,Mops sarasinorum,2433068,28
Chiroptera,Mops sarasinorum,4266485,60
Chiroptera,Mops sarasinorum,7261910,20
Chiroptera,Mops sarasinorum,9089793,2
Chiroptera,Mops spurrelli,2433074,200
Chiroptera,Mops spurrelli,5787351,117
Chiroptera,Mops thersites,2433079,596
Chiroptera,Mops thersites,5787330,173
Chiroptera,Mops trevori,2433069,13
Chiroptera,Mops trevori,5787375,17
Chiroptera,Mormoops blainvillei,2432760,280
Chiroptera,Mormoops blainvillei,4265453,443
Chiroptera,Mormoops blainvillei,10186792,22
Chiroptera,Mormoops megalophylla,2432759,1842
Chiroptera,Mormoops megalophylla,4265448,360
Chiroptera,Mormoops megalophylla,4265449,67
Chiroptera,Mormoops megalophylla,4265451,865
Chiroptera,Mormoops megalophylla,7261691,2646
Chiroptera,Mormoops megalophylla,9018899,2
Chiroptera,Mormoops megalophylla,9114364,1
Chiroptera,Mormoops megalophylla,9183771,1
Chiroptera,Mormoops megalophylla,10496764,25
Chiroptera,Mormoops megalophylla,11255976,19
Chiroptera,Mormopterus acetabulosus,2433052,95
Chiroptera,Mormopterus francoismoutoui,7440669,40
Chiroptera,Mormopterus jugularis,2433059,857
Chiroptera,Mormopterus kalinowskii,2433055,54
Chiroptera,Mormopterus minutus,2433050,77
Chiroptera,Mormopterus phrudus,2433049,3
Chiroptera,Mosia nigrescens,5218733,314
Chiroptera,Mosia nigrescens,5706778,7
Chiroptera,Mosia nigrescens,5706779,59
Chiroptera,Mosia nigrescens,5706780,181
Chiroptera,Mosia nigrescens,10090357,2
Chiroptera,Mosia nigrescens,10197350,2
Chiroptera,Mosia nigrescens,10593667,1
Chiroptera,Murina aenea,2432318,31
Chiroptera,Murina aenea,10529338,8
Chiroptera,Murina annamitica,7856173,14
Chiroptera,Murina annamitica,10586273,9
Chiroptera,Murina aurata,2432324,49
Chiroptera,Murina aurata,10305345,2
Chiroptera,Murina aurata,10377722,7
Chiroptera,Murina beelzebub,8148009,1
Chiroptera,Murina bicolor,5733776,3
Chiroptera,Murina chrysochaetes,7552209,3
Chiroptera,Murina chrysochaetes,10189985,1
Chiroptera,Murina cyclotis,2432329,285
Chiroptera,Murina cyclotis,5787679,2
Chiroptera,Murina cyclotis,7261818,23
Chiroptera,Murina cyclotis,9853355,39
Chiroptera,Murina cyclotis,10040345,6
Chiroptera,Murina cyclotis,10247719,2
Chiroptera,Murina cyclotis,10435680,2
Chiroptera,Murina cyclotis,10492589,2
Chiroptera,Murina cyclotis,10587239,12
Chiroptera,Murina eleryi,7829098,42
Chiroptera,Murina eleryi,10211992,9
Chiroptera,Murina eleryi,10471524,3
Chiroptera,Murina eleryi,10860231,2
Chiroptera,Murina fanjingshanensis,11177932,1
Chiroptera,Murina feae,7984180,38
Chiroptera,Murina feae,8349329,2
Chiroptera,Murina feae,9854308,2
Chiroptera,Murina fionae,7862776,5
Chiroptera,Murina fionae,9946348,2
Chiroptera,Murina florium,2432319,41
Chiroptera,Murina florium,4266029,3
Chiroptera,Murina florium,9008816,2
Chiroptera,Murina fusca,2432325,1
Chiroptera,Murina gracilis,5733774,12
Chiroptera,Murina gracilis,10706378,28
Chiroptera,Murina gracilis,10808999,9
Chiroptera,Murina gracilis,10814886,51
Chiroptera,Murina guilleni,7408476,3
Chiroptera,Murina harpioloides,8377745,4
Chiroptera,Murina harpioloides,10248657,2
Chiroptera,Murina harrisoni,5787680,24
Chiroptera,Murina harrisoni,7783182,3
Chiroptera,Murina harrisoni,10075776,4
Chiroptera,Murina harrisoni,10608421,5
Chiroptera,Murina harrisoni,10793339,12
Chiroptera,Murina hilgendorfi,4266033,156
Chiroptera,Murina hilgendorfi,8182658,1
Chiroptera,Murina hilgendorfi,11214886,2
Chiroptera,Murina hkakaboraziensis,9252498,2
Chiroptera,Murina hkakaboraziensis,10741881,1
Chiroptera,Murina huttonii,2432326,69
Chiroptera,Murina huttonii,4266034,1
Chiroptera,Murina huttonii,8307118,1
Chiroptera,Murina huttonii,10003856,25
Chiroptera,Murina huttonii,10284330,4
Chiroptera,Murina huttonii,10644245,5
Chiroptera,Murina huttonii,10980544,1
Chiroptera,Murina jaintiana,10684390,7
Chiroptera,Murina jaintiana,10767590,5
Chiroptera,Murina jinchui,11115417,5
Chiroptera,Murina kontumensis,8793105,1
Chiroptera,Murina leucogaster,2432330,71
Chiroptera,Murina leucogaster,9889784,11
Chiroptera,Murina lorelieae,7709587,4
Chiroptera,Murina lorelieae,11157946,2
Chiroptera,Murina peninsularis,4266038,13
Chiroptera,Murina peninsularis,8230112,29
Chiroptera,Murina pluvialis,10831142,6
Chiroptera,Murina puta,2432321,8
Chiroptera,Murina puta,9832486,1
Chiroptera,Murina recondita,5733775,8
Chiroptera,Murina recondita,10747859,121
Chiroptera,Murina rongjiangensis,11188545,9
Chiroptera,Murina rozendaali,2432327,28
Chiroptera,Murina rozendaali,9968364,5
Chiroptera,Murina ryukyuana,4266036,1
Chiroptera,Murina shuipuensis,7669722,6
Chiroptera,Murina shuipuensis,10645181,5
Chiroptera,Murina shuipuensis,10846613,1
Chiroptera,Murina suilla,2432322,111
Chiroptera,Murina suilla,7261819,3
Chiroptera,Murina suilla,10133383,3
Chiroptera,Murina suilla,10154354,1
Chiroptera,Murina suilla,10550447,7
Chiroptera,Murina tenebrosa,2432328,1
Chiroptera,Murina tubinaris,2432332,72
Chiroptera,Murina tubinaris,9982850,5
Chiroptera,Murina tubinaris,10061299,1
Chiroptera,Murina tubinaris,10226569,3
Chiroptera,Murina tubinaris,10623053,13
Chiroptera,Murina ussuriensis,2432323,44
Chiroptera,Murina ussuriensis,2432331,20
Chiroptera,Murina ussuriensis,10398910,12
Chiroptera,Murina walstoni,7364354,19
Chiroptera,Murina walstoni,10456893,11
Chiroptera,Musonycteris harrisoni,2433321,131
Chiroptera,Myonycteris angolensis,10814962,3
Chiroptera,Myonycteris angolensis,10817872,92
Chiroptera,Myonycteris angolensis,10842970,6
Chiroptera,Myonycteris brachycephala,2432941,20
Chiroptera,Myonycteris brachycephala,10165999,2
Chiroptera,Myonycteris leptodon,9878188,6
Chiroptera,Myonycteris leptodon,10410584,20
Chiroptera,Myonycteris leptodon,11009582,360
Chiroptera,Myonycteris relicta,2432943,39
Chiroptera,Myonycteris relicta,10517625,1
Chiroptera,Myonycteris torquata,2432942,709
Chiroptera,Myonycteris torquata,10272692,5
Chiroptera,Myopterus daubentonii,5218710,13
Chiroptera,Myopterus daubentonii,5707236,1
Chiroptera,Myopterus daubentonii,5707237,7
Chiroptera,Myopterus daubentonii,5787313,1
Chiroptera,Myopterus whitleyi,5218709,49
Chiroptera,Myotis adversus,2432450,574
Chiroptera,Myotis adversus,4266372,2
Chiroptera,Myotis adversus,4266386,4
Chiroptera,Myotis adversus,4266395,7
Chiroptera,Myotis adversus,7261888,21
Chiroptera,Myotis adversus,9070036,5
Chiroptera,Myotis adversus,9227338,1
Chiroptera,Myotis albescens,2432424,2335
Chiroptera,Myotis albescens,10064518,33
Chiroptera,Myotis alcathoe,4266346,51
Chiroptera,Myotis alcathoe,10316736,3
Chiroptera,Myotis altarium,2432407,27
Chiroptera,Myotis altarium,9856535,1
Chiroptera,Myotis alticraniatus,4266401,12
Chiroptera,Myotis alticraniatus,4266415,19
Chiroptera,Myotis alticraniatus,11147467,7
Chiroptera,Myotis ancricola,10313124,4
Chiroptera,Myotis anjouanensis,4266338,6
Chiroptera,Myotis annamiticus,4266332,14
Chiroptera,Myotis annatessae,8255026,5
Chiroptera,Myotis annatessae,10020593,4
Chiroptera,Myotis annectans,2432395,34
Chiroptera,Myotis annectans,5787583,1
Chiroptera,Myotis annectans,10042571,4
Chiroptera,Myotis annectans,10245468,3
Chiroptera,Myotis armiensis,11218825,11
Chiroptera,Myotis atacamensis,2432457,24
Chiroptera,Myotis ater,4266301,6
Chiroptera,Myotis ater,7261865,115
Chiroptera,Myotis ater,7261866,220
Chiroptera,Myotis ater,8940613,18
Chiroptera,Myotis attenboroughi,9289623,11
Chiroptera,Myotis auriculus,2432438,357
Chiroptera,Myotis auriculus,4266444,172
Chiroptera,Myotis auriculus,7261904,30
Chiroptera,Myotis auriculus,8767505,1
Chiroptera,Myotis auriculus,8894496,1
Chiroptera,Myotis australis,2432442,3
Chiroptera,Myotis austroriparius,2432451,1068
Chiroptera,Myotis austroriparius,9949547,6
Chiroptera,Myotis badius,8076134,2
Chiroptera,Myotis bakeri,11134441,2
Chiroptera,Myotis bechsteinii,2432427,205
Chiroptera,Myotis bechsteinii,4266427,113
Chiroptera,Myotis bechsteinii,9864662,15
Chiroptera,Myotis bechsteinii,10108146,2
Chiroptera,Myotis bechsteinii,10179562,2
Chiroptera,Myotis bechsteinii,10503974,1
Chiroptera,Myotis blythii,2432414,560
Chiroptera,Myotis blythii,4266392,60
Chiroptera,Myotis blythii,4266394,374
Chiroptera,Myotis blythii,4266402,2
Chiroptera,Myotis blythii,4409301,231
Chiroptera,Myotis blythii,7261895,32
Chiroptera,Myotis blythii,9829317,11
Chiroptera,Myotis bocagii,2432387,235
Chiroptera,Myotis bocagii,4266370,73
Chiroptera,Myotis bocagii,7261886,124
Chiroptera,Myotis bocagii,7261887,16
Chiroptera,Myotis bocagii,7879168,1
Chiroptera,Myotis bocagii,10259121,1
Chiroptera,Myotis bocagii,10424222,13
Chiroptera,Myotis bombinus,2432462,31
Chiroptera,Myotis bombinus,4266344,2
Chiroptera,Myotis bombinus,7261880,2
Chiroptera,Myotis bombinus,9905599,7
Chiroptera,Myotis borneoensis,4266304,19
Chiroptera,Myotis brandtii,2432446,142
Chiroptera,Myotis brandtii,7261875,523
Chiroptera,Myotis brandtii,7261876,9
Chiroptera,Myotis brandtii,9544089,11
Chiroptera,Myotis brandtii,9971577,27
Chiroptera,Myotis brandtii,10611649,45
Chiroptera,Myotis browni,4266419,2
Chiroptera,Myotis browni,4266431,15
Chiroptera,Myotis browni,8846991,2
Chiroptera,Myotis bucharensis,4266323,3
Chiroptera,Myotis californicus,2432425,2157
Chiroptera,Myotis californicus,4266300,389
Chiroptera,Myotis californicus,4266306,487
Chiroptera,Myotis californicus,4266455,966
Chiroptera,Myotis californicus,7261864,1634
Chiroptera,Myotis capaccinii,2432430,561
Chiroptera,Myotis capaccinii,4409311,6
Chiroptera,Myotis capaccinii,10272957,13
Chiroptera,Myotis capaccinii,10410312,3
Chiroptera,Myotis caucensis,11163613,1
Chiroptera,Myotis chiloensis,2432419,407
Chiroptera,Myotis chiloensis,2432437,268
Chiroptera,Myotis chinensis,2432403,40
Chiroptera,Myotis chinensis,10152127,2
Chiroptera,Myotis ciliolabrum,2432456,2296
Chiroptera,Myotis ciliolabrum,4266342,241
Chiroptera,Myotis cobanensis,2432466,7
Chiroptera,Myotis cobanensis,9163077,1
Chiroptera,Myotis crypticus,9918569,7
Chiroptera,Myotis csorbai,4266421,2
Chiroptera,Myotis dasycneme,2432452,784
Chiroptera,Myotis dasycneme,10655613,10
Chiroptera,Myotis daubentonii,2432439,1676
Chiroptera,Myotis daubentonii,4266355,6
Chiroptera,Myotis daubentonii,4266376,17
Chiroptera,Myotis daubentonii,7261883,4
Chiroptera,Myotis daubentonii,7261884,94
Chiroptera,Myotis daubentonii,8780073,1
Chiroptera,Myotis daubentonii,8792659,2
Chiroptera,Myotis daubentonii,9776878,551
Chiroptera,Myotis daubentonii,10231792,52
Chiroptera,Myotis davidii,4266349,210
Chiroptera,Myotis davidii,4266417,1
Chiroptera,Myotis davidii,4266424,6
Chiroptera,Myotis davidii,4409308,70
Chiroptera,Myotis davidii,5787574,9
Chiroptera,Myotis davidii,8831017,6
Chiroptera,Myotis davidii,10366313,22
Chiroptera,Myotis davidii,10575783,2
Chiroptera,Myotis dieteri,5787553,1
Chiroptera,Myotis diminutus,7997685,2
Chiroptera,Myotis dinellii,8843902,65
Chiroptera,Myotis dinellii,9212894,10
Chiroptera,Myotis dominicensis,2432408,111
Chiroptera,Myotis dominicensis,10694397,2
Chiroptera,Myotis elegans,2432396,136
Chiroptera,Myotis emarginatus,2432470,1053
Chiroptera,Myotis emarginatus,4266319,2
Chiroptera,Myotis emarginatus,7261870,21
Chiroptera,Myotis emarginatus,9122650,1
Chiroptera,Myotis emarginatus,9922191,30
Chiroptera,Myotis escalerai,8181305,14
Chiroptera,Myotis escalerai,10728369,3
Chiroptera,Myotis escalerai,10895448,2
Chiroptera,Myotis evotis,2432397,35
Chiroptera,Myotis evotis,2432413,1192
Chiroptera,Myotis evotis,4266298,20
Chiroptera,Myotis evotis,4266435,80
Chiroptera,Myotis evotis,4266441,44
Chiroptera,Myotis evotis,4266447,3
Chiroptera,Myotis evotis,4266453,18
Chiroptera,Myotis evotis,7261862,877
Chiroptera,Myotis evotis,9985084,1
Chiroptera,Myotis evotis,10059073,3
Chiroptera,Myotis evotis,10228797,2
Chiroptera,Myotis evotis,10303118,1
Chiroptera,Myotis evotis,10625300,4
Chiroptera,Myotis federatus,4266299,1
Chiroptera,Myotis federatus,10786840,1
Chiroptera,Myotis fimbriatus,4266381,28
Chiroptera,Myotis fimbriatus,4266430,32
Chiroptera,Myotis fimbriatus,8207618,1
Chiroptera,Myotis fimbriatus,10531551,2
Chiroptera,Myotis fimbriatus,10679130,2
Chiroptera,Myotis findleyi,2432458,36
Chiroptera,Myotis formosus,2432443,43
Chiroptera,Myotis formosus,5733780,2
Chiroptera,Myotis formosus,7363050,4
Chiroptera,Myotis formosus,10589483,2
Chiroptera,Myotis fortidens,2432421,261
Chiroptera,Myotis fortidens,4266347,62
Chiroptera,Myotis fortidens,7261881,293
Chiroptera,Myotis fortidens,9049504,5
Chiroptera,Myotis frater,2432428,60
Chiroptera,Myotis frater,7261871,2
Chiroptera,Myotis frater,9988040,14
Chiroptera,Myotis gomantongensis,4266314,49
Chiroptera,Myotis gomantongensis,10460106,2
Chiroptera,Myotis goudotii,11305525,245
Chiroptera,Myotis grisescens,2432432,3007
Chiroptera,Myotis grisescens,9966117,2
Chiroptera,Myotis handleyi,7431812,1
Chiroptera,Myotis hasseltii,2432400,131
Chiroptera,Myotis hasseltii,4266428,9
Chiroptera,Myotis hasseltii,4266434,13
Chiroptera,Myotis hasseltii,4266439,2
Chiroptera,Myotis hasseltii,7261901,7
Chiroptera,Myotis hasseltii,8826146,8
Chiroptera,Myotis hasseltii,8834057,1
Chiroptera,Myotis hasseltii,9892024,15
Chiroptera,Myotis hermani,4266423,4
Chiroptera,Myotis horsfieldii,2432388,304
Chiroptera,Myotis horsfieldii,4266385,39
Chiroptera,Myotis horsfieldii,4266403,6
Chiroptera,Myotis horsfieldii,5787539,1
Chiroptera,Myotis horsfieldii,7261893,50
Chiroptera,Myotis horsfieldii,9027068,5
Chiroptera,Myotis horsfieldii,9851160,6
Chiroptera,Myotis horsfieldii,10094529,18
Chiroptera,Myotis horsfieldii,10193189,2
Chiroptera,Myotis horsfieldii,10437945,1
Chiroptera,Myotis horsfieldii,10490341,1
Chiroptera,Myotis horsfieldii,10749284,1
Chiroptera,Myotis horsfieldii,10766181,1
Chiroptera,Myotis hoveli,8977653,1
Chiroptera,Myotis ikonnikovi,2432393,2
Chiroptera,Myotis ikonnikovi,2432412,11
Chiroptera,Myotis ikonnikovi,2432431,52
Chiroptera,Myotis ikonnikovi,2432463,76
Chiroptera,Myotis ikonnikovi,5787566,31
Chiroptera,Myotis ikonnikovi,10382947,62
Chiroptera,Myotis indochinensis,8011453,2
Chiroptera,Myotis insularum,2432447,1
Chiroptera,Myotis izecksohni,7575773,2
Chiroptera,Myotis keaysi,2432420,422
Chiroptera,Myotis keaysi,7261877,24
Chiroptera,Myotis keaysi,10007030,15
Chiroptera,Myotis keaysi,10281157,20
Chiroptera,Myotis keaysi,10647419,27
Chiroptera,Myotis keenii,2432435,742
Chiroptera,Myotis laniger,4266331,69
Chiroptera,Myotis laniger,8305670,1
Chiroptera,Myotis larensis,4266309,27
Chiroptera,Myotis lavali,7612866,15
Chiroptera,Myotis leibii,2432455,627
Chiroptera,Myotis leibii,7720313,1
Chiroptera,Myotis levis,2432392,462
Chiroptera,Myotis levis,4266307,105
Chiroptera,Myotis levis,7261868,167
Chiroptera,Myotis longicaudatus,4266318,1
Chiroptera,Myotis longicaudatus,5787571,17
Chiroptera,Myotis longicaudatus,9195128,11
Chiroptera,Myotis longipes,2432467,76
Chiroptera,Myotis lucifugus,2432406,7393
Chiroptera,Myotis lucifugus,4266426,11
Chiroptera,Myotis lucifugus,4266433,70
Chiroptera,Myotis lucifugus,4266438,291
Chiroptera,Myotis lucifugus,4266443,566
Chiroptera,Myotis lucifugus,7261900,4483
Chiroptera,Myotis lucifugus,8889446,6
Chiroptera,Myotis lucifugus,9873033,40
Chiroptera,Myotis lucifugus,10415814,1
Chiroptera,Myotis lucifugus,11252778,1688
Chiroptera,Myotis macrodactylus,2432453,472
Chiroptera,Myotis macrodactylus,7261896,17
Chiroptera,Myotis macrodactylus,10642003,6
Chiroptera,Myotis macropus,4266391,649
Chiroptera,Myotis macrotarsus,2432440,103
Chiroptera,Myotis macrotarsus,4266369,4
Chiroptera,Myotis macrotarsus,7261891,7
Chiroptera,Myotis macrotarsus,10396654,1
Chiroptera,Myotis martiniquensis,2432409,19
Chiroptera,Myotis martiniquensis,7261882,10
Chiroptera,Myotis martiniquensis,10861531,2
Chiroptera,Myotis midastactus,7887226,8
Chiroptera,Myotis moluccarum,7261872,93
Chiroptera,Myotis moluccarum,7261873,202
Chiroptera,Myotis montivagus,2432459,64
Chiroptera,Myotis montivagus,10001627,9
Chiroptera,Myotis montivagus,10286597,12
Chiroptera,Myotis montivagus,10841963,1
Chiroptera,Myotis morrisi,2432444,5
Chiroptera,Myotis muricola,2432429,1223
Chiroptera,Myotis muricola,4266397,19
Chiroptera,Myotis muricola,5787530,3
Chiroptera,Myotis muricola,5787531,11
Chiroptera,Myotis muricola,5787532,2
Chiroptera,Myotis muricola,7261894,616
Chiroptera,Myotis muricola,10056108,1
Chiroptera,Myotis myotis,2432416,6112
Chiroptera,Myotis myotis,4266366,15
Chiroptera,Myotis myotis,7261890,1358
Chiroptera,Myotis myotis,10028948,6
Chiroptera,Myotis mystacinus,4266341,14
Chiroptera,Myotis mystacinus,7261878,135
Chiroptera,Myotis mystacinus,8818218,2
Chiroptera,Myotis mystacinus,9754263,2137
Chiroptera,Myotis nattereri,2432389,1071
Chiroptera,Myotis nattereri,7261874,51
Chiroptera,Myotis nattereri,8912848,3
Chiroptera,Myotis nattereri,9878447,8
Chiroptera,Myotis nattereri,10121995,2
Chiroptera,Myotis nattereri,10165737,2
Chiroptera,Myotis nattereri,10517906,13
Chiroptera,Myotis nattereri,10561875,7
Chiroptera,Myotis nattereri,10838166,6
Chiroptera,Myotis nesopolus,2432464,24
Chiroptera,Myotis nesopolus,7261869,5
Chiroptera,Myotis nigricans,2432448,4950
Chiroptera,Myotis nigricans,4266440,179
Chiroptera,Myotis nigricans,4266446,146
Chiroptera,Myotis nigricans,4266452,47
Chiroptera,Myotis nigricans,7261903,2231
Chiroptera,Myotis nigricans,8808440,5
Chiroptera,Myotis nigricans,9827343,4
Chiroptera,Myotis nigricans,9979688,7
Chiroptera,Myotis nigricans,10308543,1
Chiroptera,Myotis nigricans,10374478,1
Chiroptera,Myotis nigricans,10720952,1
Chiroptera,Myotis nigricans,10896476,2
Chiroptera,Myotis nimbaensis,10790514,5
Chiroptera,Myotis nipalensis,7261898,4
Chiroptera,Myotis nyctor,4266350,10
Chiroptera,Myotis nyctor,10812343,22
Chiroptera,Myotis occultus,4266411,531
Chiroptera,Myotis occultus,8781890,93
Chiroptera,Myotis oreias,2432433,1
Chiroptera,Myotis oxyotus,2432422,125
Chiroptera,Myotis oxyotus,4266371,158
Chiroptera,Myotis oxyotus,7261892,55
Chiroptera,Myotis oxyotus,9834719,2
Chiroptera,Myotis oxyotus,10454621,3
Chiroptera,Myotis oxyotus,10744202,2
Chiroptera,Myotis peninsularis,2432468,189
Chiroptera,Myotis pequinius,2432454,7
Chiroptera,Myotis petax,4266360,5
Chiroptera,Myotis petax,4266368,1
Chiroptera,Myotis petax,4266384,23
Chiroptera,Myotis petax,8149385,49
Chiroptera,Myotis petax,10300198,49
Chiroptera,Myotis petax,11112028,2
Chiroptera,Myotis peytoni,4266454,4
Chiroptera,Myotis peytoni,5787565,1
Chiroptera,Myotis phanluongi,8276071,8
Chiroptera,Myotis phanluongi,10495767,12
Chiroptera,Myotis pilosatibialis,4266340,212
Chiroptera,Myotis pilosatibialis,8897649,592
Chiroptera,Myotis pilosatibialis,11120304,10
Chiroptera,Myotis pilosus,2432410,84
Chiroptera,Myotis pilosus,5787545,1
Chiroptera,Myotis pilosus,9886589,10
Chiroptera,Myotis planiceps,2432441,6
Chiroptera,Myotis pruinosus,2432426,14
Chiroptera,Myotis punicus,4266337,341
Chiroptera,Myotis punicus,10015157,27
Chiroptera,Myotis ridleyi,2432398,36
Chiroptera,Myotis riparius,2432385,771
Chiroptera,Myotis riparius,9927615,24
Chiroptera,Myotis riparius,10322144,1
Chiroptera,Myotis riparius,10360856,3
Chiroptera,Myotis rosseti,2432460,33
Chiroptera,Myotis rosseti,10187759,9
Chiroptera,Myotis ruber,2432445,66
Chiroptera,Myotis ruber,10078016,3
Chiroptera,Myotis ruber,10801665,2
Chiroptera,Myotis rufoniger,4266373,16
Chiroptera,Myotis rufoniger,4266382,2
Chiroptera,Myotis rufoniger,4266396,2
Chiroptera,Myotis rufoniger,5733778,2
Chiroptera,Myotis rufoniger,7345703,7
Chiroptera,Myotis rufoniger,11047804,1
Chiroptera,Myotis rufopictus,4266387,2
Chiroptera,Myotis rufopictus,5787575,4
Chiroptera,Myotis schaubi,2432417,4
Chiroptera,Myotis schaubi,4266450,2
Chiroptera,Myotis schaubi,10223353,2
Chiroptera,Myotis scotti,2432402,13
Chiroptera,Myotis scotti,10215221,4
Chiroptera,Myotis secundus,9238161,18
Chiroptera,Myotis septentrionalis,2432436,1216
Chiroptera,Myotis septentrionalis,10267506,54
Chiroptera,Myotis sibiricus,4266329,20
Chiroptera,Myotis sibiricus,7506202,2
Chiroptera,Myotis sibiricus,9077384,2
Chiroptera,Myotis sicarius,2432465,5
Chiroptera,Myotis siligorensis,2432449,190
Chiroptera,Myotis siligorensis,7261897,2
Chiroptera,Myotis siligorensis,9837676,25
Chiroptera,Myotis siligorensis,9963163,5
Chiroptera,Myotis siligorensis,10080980,3
Chiroptera,Myotis siligorensis,10206799,7
Chiroptera,Myotis siligorensis,10476718,8
Chiroptera,Myotis siligorensis,10603193,4
Chiroptera,Myotis simus,2432434,193
Chiroptera,Myotis simus,10780940,1
Chiroptera,Myotis sodalis,2432418,3194
Chiroptera,Myotis sodalis,10606155,16
Chiroptera,Myotis soror,9534055,2
Chiroptera,Myotis sowerbyi,4266408,73
Chiroptera,Myotis stalkeri,2432423,1
Chiroptera,Myotis thysanodes,2432399,1286
Chiroptera,Myotis thysanodes,4266343,3
Chiroptera,Myotis thysanodes,4266351,23
Chiroptera,Myotis thysanodes,4266358,37
Chiroptera,Myotis thysanodes,7261879,1624
Chiroptera,Myotis tricolor,2432405,563
Chiroptera,Myotis tschuliensis,11134091,11
Chiroptera,Myotis velifer,2432386,3943
Chiroptera,Myotis velifer,4266305,191
Chiroptera,Myotis velifer,4266311,2363
Chiroptera,Myotis velifer,4266317,233
Chiroptera,Myotis velifer,4266322,649
Chiroptera,Myotis velifer,7261867,3060
Chiroptera,Myotis velifer,10116552,6
Chiroptera,Myotis velifer,10171194,29
Chiroptera,Myotis vivesi,2432394,731
Chiroptera,Myotis vivesi,10172142,3
Chiroptera,Myotis vivesi,10926618,38
Chiroptera,Myotis volans,2432411,1719
Chiroptera,Myotis volans,4266432,229
Chiroptera,Myotis volans,4266437,1877
Chiroptera,Myotis volans,4266442,174
Chiroptera,Myotis volans,7261902,36
Chiroptera,Myotis volans,10250904,35
Chiroptera,Myotis volans,10432467,23
Chiroptera,Myotis weberi,4266365,3
Chiroptera,Myotis welwitschii,2432469,77
Chiroptera,Myotis welwitschii,10072626,5
Chiroptera,Myotis yanbarensis,4266420,2
Chiroptera,Myotis yumanensis,2432461,2216
Chiroptera,Myotis yumanensis,4266359,1762
Chiroptera,Myotis yumanensis,4266367,1250
Chiroptera,Myotis yumanensis,4266375,142
Chiroptera,Myotis yumanensis,4266383,206
Chiroptera,Myotis yumanensis,4266389,197
Chiroptera,Myotis yumanensis,7261885,1564
Chiroptera,Myotis yumanensis,10619844,37
Chiroptera,Myotis yumanensis,10829493,2
Chiroptera,Myotis zenatius,9975186,6
Chiroptera,Mystacina robusta,2433347,7
Chiroptera,Mystacina tuberculata,2433346,80
Chiroptera,Mystacina tuberculata,10260112,2
Chiroptera,Myzopoda africana,11206534,1
Chiroptera,Myzopoda aurita,2432987,62
Chiroptera,Myzopoda schliemanni,5787264,27
Chiroptera,Nanonycteris veldkampii,2432793,283
Chiroptera,Nanonycteris veldkampii,4265712,225
Chiroptera,Nanonycteris veldkampii,10553386,6
Chiroptera,Natalus jamaicensis,4265594,13
Chiroptera,Natalus lanatus,5787405,79
Chiroptera,Natalus macrourus,4265600,1
Chiroptera,Natalus macrourus,5787410,4
Chiroptera,Natalus macrourus,7810095,6
Chiroptera,Natalus major,4265598,48
Chiroptera,Natalus major,10744267,1
Chiroptera,Natalus mexicanus,4265595,594
Chiroptera,Natalus mexicanus,4265604,1093
Chiroptera,Natalus mexicanus,5787406,563
Chiroptera,Natalus mexicanus,8913632,354
Chiroptera,Natalus primus,4265602,1
Chiroptera,Natalus stramineus,2432756,1157
Chiroptera,Natalus stramineus,7261723,151
Chiroptera,Natalus stramineus,9865660,4
Chiroptera,Natalus stramineus,10504961,14
Chiroptera,Natalus tumidirostris,2432753,976
Chiroptera,Natalus tumidirostris,4265597,96
Chiroptera,Natalus tumidirostris,4265601,190
Chiroptera,Natalus tumidirostris,7261724,9
Chiroptera,Natalus tumidirostris,8737350,1
Chiroptera,Natalus tumidirostris,10178539,2
Chiroptera,Neonycteris pusilla,2433288,3
Chiroptera,Neonycteris pusilla,4265411,1
Chiroptera,Neoplatymops mattogrossensis,2433006,42
Chiroptera,Neoplatymops mattogrossensis,7456473,201
Chiroptera,Neopteryx frosti,2432935,9
Chiroptera,Neoromicia anchietae,4266288,83
Chiroptera,Neoromicia anchietae,5218495,56
