order,species,taxonKey,n
Rodentia,Hystrix indica,6066803,2
Rodentia,Hystrix indica,10602421,7
Rodentia,Hystrix javanica,5219887,44
Rodentia,Hystrix pumila,5219889,23
Rodentia,Hystrix sumatrae,5219886,16
Rodentia,Ichthyomys hydrobates,2437716,52
Rodentia,Ichthyomys pittieri,2437714,5
Rodentia,Ichthyomys stolzmanni,2437715,11
Rodentia,Ichthyomys tweedii,2437713,22
Rodentia,Ictidomys mexicanus,2437321,368
Rodentia,Ictidomys mexicanus,7261572,119
Rodentia,Ictidomys mexicanus,7679679,537
Rodentia,Ictidomys parvidens,4263884,574
Rodentia,Ictidomys parvidens,7509415,790
Rodentia,Ictidomys tridecemlineatus,2437302,3405
Rodentia,Ictidomys tridecemlineatus,4263890,23
Rodentia,Ictidomys tridecemlineatus,4263892,87
Rodentia,Ictidomys tridecemlineatus,7994322,1584
Rodentia,Ictidomys tridecemlineatus,8762803,137
Rodentia,Ictidomys tridecemlineatus,8816390,19
Rodentia,Ictidomys tridecemlineatus,8843865,6
Rodentia,Ictidomys tridecemlineatus,8899549,805
Rodentia,Ictidomys tridecemlineatus,8905900,3
Rodentia,Ictidomys tridecemlineatus,8962348,235
Rodentia,Ictidomys tridecemlineatus,8997758,84
Rodentia,Ictidomys tridecemlineatus,9056174,11
Rodentia,Ictidomys tridecemlineatus,9145384,22
Rodentia,Ictidomys tridecemlineatus,9152176,535
Rodentia,Ictidomys tridecemlineatus,10126454,33
Rodentia,Idiurus macrotis,2439363,102
Rodentia,Idiurus macrotis,8863384,1
Rodentia,Idiurus macrotis,10872570,2
Rodentia,Idiurus zenkeri,2439362,70
Rodentia,Idiurus zenkeri,9106963,1
Rodentia,Iomys horsfieldii,2437357,16
Rodentia,Iomys horsfieldii,2437358,12
Rodentia,Iomys horsfieldii,4264087,9
Rodentia,Iomys sipora,2437356,2
Rodentia,Irenomys tarsalis,2439210,165
Rodentia,Ischyromys typus,4973803,3
Rodentia,Isolobodon portoricensis,2437656,16
Rodentia,Isothrix barbarabrownae,9022811,2
Rodentia,Isothrix bistriata,2439754,158
Rodentia,Isothrix bistriata,7259307,5
Rodentia,Isothrix bistriata,8637920,1
Rodentia,Isothrix bistriata,11085933,10
Rodentia,Isothrix negrensis,4262992,4
Rodentia,Isothrix pagurus,2439755,24
Rodentia,Isothrix pagurus,10870033,1
Rodentia,Isothrix sinnamariensis,4262993,13
Rodentia,Isothrix sinnamariensis,10061794,5
Rodentia,Issiodoromys pauffiensis,8528773,1
Rodentia,Isthmomys flavidus,2438968,44
Rodentia,Isthmomys pirrensis,2438967,238
Rodentia,Isthmomys pirrensis,10187252,21
Rodentia,Jacobsomys verdensis,4973226,1
Rodentia,Jaculus blanfordi,5219896,2
Rodentia,Jaculus blanfordi,5219897,93
Rodentia,Jaculus blanfordi,10688135,33
Rodentia,Jaculus jaculus,5219895,1627
Rodentia,Jaculus jaculus,7353859,1
Rodentia,Jaculus jaculus,7575619,2
Rodentia,Jaculus jaculus,7925565,3
Rodentia,Jaculus jaculus,8766874,1
Rodentia,Jaculus jaculus,8910273,1
Rodentia,Jaculus jaculus,9044970,11
Rodentia,Jaculus jaculus,9060721,2
Rodentia,Jaculus jaculus,9156838,3
Rodentia,Jaculus jaculus,10112088,2
Rodentia,Jaculus orientalis,5219894,518
Rodentia,Jaculus orientalis,7424216,1
Rodentia,Jaculus thaleri,7693410,3
Rodentia,Jaywilsonomys ojinagaensis,4973119,2
Rodentia,Jaywilsonomys pintoensis,9143822,8
Rodentia,Juliomys ossitenuis,7359233,19
Rodentia,Juliomys pictipes,4265157,61
Rodentia,Juliomys pictipes,10278662,7
Rodentia,Juliomys ximenezi,9159083,2
Rodentia,Juscelinomys huanchacae,2438365,35
Rodentia,Kadarsanomys sodyi,2438504,18
Rodentia,Kannabateomys amblyonyx,2439718,54
Rodentia,Kannabateomys amblyonyx,4262957,7
Rodentia,Kannabateomys amblyonyx,4262958,5
Rodentia,Kannabateomys amblyonyx,10793325,1
Rodentia,Kerodon acrobata,4263029,1
Rodentia,Kerodon rupestris,2437616,67
Rodentia,Komodomys rintjanus,2438460,4
Rodentia,Kowalskia polonica,9397277,1
Rodentia,Kunsia fronto,2438946,2
Rodentia,Kunsia tomentosus,2438945,28
Rodentia,Lagidium peruanum,2439835,125
Rodentia,Lagidium peruanum,4264744,1
Rodentia,Lagidium peruanum,4264751,1
Rodentia,Lagidium peruanum,6066804,4
Rodentia,Lagidium peruanum,6066805,18
Rodentia,Lagidium peruanum,7259290,284
Rodentia,Lagidium viscacia,2439834,265
Rodentia,Lagidium viscacia,4264739,15
Rodentia,Lagidium viscacia,4264746,8
Rodentia,Lagidium viscacia,4264747,3
Rodentia,Lagidium viscacia,4264748,2
Rodentia,Lagidium viscacia,4264749,2
Rodentia,Lagidium viscacia,4264752,2
Rodentia,Lagidium viscacia,4264753,1
Rodentia,Lagidium viscacia,4264754,3
Rodentia,Lagidium viscacia,7259291,2
Rodentia,Lagidium wolffsohni,2439836,1
Rodentia,Lagidium wolffsohni,9504217,1
Rodentia,Lagostomus crassus,5706731,1
Rodentia,Lagostomus maximus,5219945,998
Rodentia,Lagostomus maximus,5706729,55
Rodentia,Lagostomus maximus,5706730,1
Rodentia,Lagostomus maximus,6066810,5
Rodentia,Lagostomus maximus,7259292,23
Rodentia,Lagurus lagurus,2439131,653
Rodentia,Lagurus lagurus,8805539,3
Rodentia,Lagurus lagurus,9200738,1
Rodentia,Lagurus lagurus,10404551,4
Rodentia,Lagurus pannonicus,5936277,1
Rodentia,Lamottemys okuensis,2438345,57
Rodentia,Laonastes aenigmamus,2437592,174
Rodentia,Laonastes aenigmamus,10081730,1
Rodentia,Laonastes aenigmamus,10206027,1
Rodentia,Laonastes aenigmamus,10477510,2
Rodentia,Lariscus hosei,2437526,9
Rodentia,Lariscus insignis,2437524,190
Rodentia,Lariscus insignis,4263903,128
Rodentia,Lariscus insignis,4263904,1
Rodentia,Lariscus insignis,4263907,42
Rodentia,Lariscus insignis,4263908,18
Rodentia,Lariscus insignis,4263911,35
Rodentia,Lariscus insignis,10736974,2
Rodentia,Lariscus niobe,2437523,1
Rodentia,Lariscus niobe,4263909,1
Rodentia,Lariscus obscurus,2437525,5
Rodentia,Lariscus obscurus,4263906,19
Rodentia,Lariscus obscurus,4263910,2
Rodentia,Lariscus obscurus,4263912,6
Rodentia,Lasiopodomys brandtii,2438403,209
Rodentia,Lasiopodomys brandtii,5786958,1
Rodentia,Lasiopodomys brandtii,10388953,27
Rodentia,Lasiopodomys mandarinus,2438404,49
Rodentia,Lasiopodomys mandarinus,5786960,1
Rodentia,Lasiopodomys mandarinus,7868428,1
Rodentia,Lasiopodomys mandarinus,7897906,1
Rodentia,Lasiopodomys mandarinus,9097844,2
Rodentia,Lasiopodomys mandarinus,9899653,3
Rodentia,Lasiopodomys mandarinus,10539281,1
Rodentia,Leggadina forresti,2438288,951
Rodentia,Leggadina forresti,4828432,1
Rodentia,Leggadina lakedownensis,2438287,213
Rodentia,Leggadina lakedownensis,10000427,2
Rodentia,Lemmiscus curtatus,2438225,10266
Rodentia,Lemmiscus curtatus,5219781,132
Rodentia,Lemmiscus curtatus,9063784,1
Rodentia,Lemmiscus curtatus,9220919,201
Rodentia,Lemmus amurensis,5219839,17
Rodentia,Lemmus lemmus,5219840,14198
Rodentia,Lemmus lemmus,8172937,1
Rodentia,Lemmus lemmus,9835210,3
Rodentia,Lemmus sibiricus,5219835,3331
Rodentia,Lemmus sibiricus,8234243,2
Rodentia,Lemmus trimucronatus,2439024,1
Rodentia,Lemmus trimucronatus,5219836,6925
Rodentia,Lemmus trimucronatus,5219838,2
Rodentia,Lemmus trimucronatus,8739881,20
Rodentia,Lemmus trimucronatus,8779729,41
Rodentia,Lemmus trimucronatus,10454125,110
Rodentia,Lemniscomys barbarus,2438207,508
Rodentia,Lemniscomys barbarus,10043789,1
Rodentia,Lemniscomys barbarus,10796531,2
Rodentia,Lemniscomys barbarus,11034310,10
Rodentia,Lemniscomys bellieri,2438203,281
Rodentia,Lemniscomys griselda,2438200,357
Rodentia,Lemniscomys hoogstraali,2438206,1
Rodentia,Lemniscomys linulus,2438202,172
Rodentia,Lemniscomys macculus,2438209,170
Rodentia,Lemniscomys mittendorfi,2438205,2
Rodentia,Lemniscomys rosalia,2438201,1157
Rodentia,Lemniscomys rosalia,9022514,4
Rodentia,Lemniscomys roseveari,2438208,3
Rodentia,Lemniscomys striatus,2438204,7478
Rodentia,Lemniscomys striatus,10719022,4
Rodentia,Lemniscomys zebra,4264938,612
Rodentia,Lemniscomys zebra,10863382,10
Rodentia,Lenomys meyeri,2438061,32
Rodentia,Lenomys meyeri,8966921,6
Rodentia,Lenothrix canus,2437947,135
Rodentia,Lenothrix canus,10739994,2
Rodentia,Lenoxus apicalis,2438111,69
Rodentia,Leopoldamys ciliatus,4264874,1
Rodentia,Leopoldamys edwardsi,2437925,241
Rodentia,Leopoldamys edwardsi,9942341,14
Rodentia,Leopoldamys edwardsi,10101724,2
Rodentia,Leopoldamys edwardsi,10336998,10
Rodentia,Leopoldamys edwardsi,10345961,11
Rodentia,Leopoldamys edwardsi,10582279,10
Rodentia,Leopoldamys neilli,2437927,35
Rodentia,Leopoldamys neilli,9849442,3
Rodentia,Leopoldamys neilli,10092804,9
Rodentia,Leopoldamys neilli,10194912,7
Rodentia,Leopoldamys neilli,10439672,1
Rodentia,Leopoldamys neilli,10488625,4
Rodentia,Leopoldamys neilli,10591227,2
Rodentia,Leopoldamys neilli,10721845,3
Rodentia,Leopoldamys neilli,10897367,3
Rodentia,Leopoldamys revertens,10044276,2
Rodentia,Leopoldamys sabanus,2437926,883
Rodentia,Leopoldamys sabanus,8660826,46
Rodentia,Leopoldamys sabanus,8753654,3
Rodentia,Leopoldamys sabanus,9045986,1
Rodentia,Leopoldamys sabanus,9082497,1
Rodentia,Leopoldamys sabanus,9999926,24
Rodentia,Leopoldamys sabanus,10288296,28
Rodentia,Leopoldamys sabanus,10640276,3
Rodentia,Leopoldamys siporanus,2437924,32
Rodentia,Leporillus apicalis,2437781,59
Rodentia,Leporillus apicalis,5816498,1
Rodentia,Leporillus conditor,2437780,888
Rodentia,Leporillus conditor,4828358,2
Rodentia,Leptomys arfakensis,7567412,1
Rodentia,Leptomys elegans,2437737,15
Rodentia,Leptomys ernstmayri,2437738,36
Rodentia,Leptomys paulus,8323500,13
Rodentia,Leptomys signatus,2437736,8
Rodentia,Limnomys bryophilus,5706736,7
Rodentia,Limnomys sibuanus,5219731,12
Rodentia,Liomys adspersus,2439505,1366
Rodentia,Liomys adspersus,11004509,1
Rodentia,Liomys irroratus,2439507,2632
Rodentia,Liomys irroratus,4263134,5
Rodentia,Liomys irroratus,4263135,590
Rodentia,Liomys irroratus,4263140,111
Rodentia,Liomys irroratus,4263141,1039
Rodentia,Liomys irroratus,4263144,2169
Rodentia,Liomys irroratus,4263145,291
Rodentia,Liomys irroratus,7261484,342
Rodentia,Liomys irroratus,9259279,1580
Rodentia,Liomys irroratus,9840375,1
Rodentia,Liomys irroratus,10053408,2
Rodentia,Liomys irroratus,10234511,9
Rodentia,Liomys irroratus,10448888,1
Rodentia,Liomys irroratus,10479465,2
Rodentia,Liomys pictus,2439508,4350
Rodentia,Liomys pictus,4263136,2712
Rodentia,Liomys pictus,4263137,225
Rodentia,Liomys pictus,4263142,202
Rodentia,Liomys pictus,4263146,958
Rodentia,Liomys pictus,9902855,27
Rodentia,Liomys pictus,9990766,32
Rodentia,Liomys pictus,10141230,156
Rodentia,Liomys pictus,10146454,7
Rodentia,Liomys pictus,10297482,153
Rodentia,Liomys pictus,10385687,11
Rodentia,Liomys pictus,10542535,178
Rodentia,Liomys pictus,10942997,2221
Rodentia,Liomys salvini,2439506,598
Rodentia,Liomys salvini,4263138,149
Rodentia,Liomys salvini,4263143,153
Rodentia,Liomys salvini,7261485,684
Rodentia,Liomys salvini,9567667,520
Rodentia,Liomys salvini,9960457,25
Rodentia,Liomys salvini,10083666,7
Rodentia,Liomys salvini,10204069,1
Rodentia,Liomys salvini,10600457,32
Rodentia,Liomys spectabilis,2439504,34
Rodentia,Liomys spectabilis,10631028,12
Rodentia,Liomys spectabilis,11066718,22
Rodentia,Loncheres paleacea,8642061,3
Rodentia,Loncheres punctatus,9311155,1
Rodentia,Lonchothrix emiliae,2439811,78
Rodentia,Lonchothrix emiliae,10750190,1
Rodentia,Lophiomys imhausi,5219729,59
Rodentia,Lophiomys imhausi,8025302,2
Rodentia,Lophuromys angolensis,4264929,36
Rodentia,Lophuromys ansorgei,4264934,454
Rodentia,Lophuromys aquilus,2437671,9
Rodentia,Lophuromys aquilus,4264925,4643
Rodentia,Lophuromys aquilus,8829804,7
Rodentia,Lophuromys brevicaudus,4264926,31
Rodentia,Lophuromys brunneus,4264930,10
Rodentia,Lophuromys chercherensis,10820417,1
Rodentia,Lophuromys chrysopus,4264935,17
Rodentia,Lophuromys dieterleni,4264927,7
Rodentia,Lophuromys dudui,4264931,1019
Rodentia,Lophuromys eisentrauti,4264936,3
Rodentia,Lophuromys flavopunctatus,2437668,2292
Rodentia,Lophuromys huttereri,4264932,11
Rodentia,Lophuromys kilonzoi,8718010,250
Rodentia,Lophuromys luteogaster,2437673,26
Rodentia,Lophuromys machangui,9220295,153
Rodentia,Lophuromys makundii,9115528,24
Rodentia,Lophuromys medicaudatus,2437670,11
Rodentia,Lophuromys melanonyx,2437676,35
Rodentia,Lophuromys menageshae,10695035,11
Rodentia,Lophuromys nudicaudus,2437672,169
Rodentia,Lophuromys rahmi,2437669,28
Rodentia,Lophuromys roseveari,4264933,13
Rodentia,Lophuromys sabunii,9013349,47
Rodentia,Lophuromys sikapusi,2437675,3209
Rodentia,Lophuromys sikapusi,10843446,1
Rodentia,Lophuromys simensis,8959075,15
Rodentia,Lophuromys simensis,10753364,15
Rodentia,Lophuromys stanleyi,10711886,38
Rodentia,Lophuromys verhageni,4264928,41
Rodentia,Lophuromys woosnami,2437674,669
Rodentia,Lophuromys zena,4264937,401
Rodentia,Lorentzimys nouhuysi,2439302,140
Rodentia,Loxodontomys micropus,2438832,86
Rodentia,Loxodontomys micropus,4265178,1267
Rodentia,Loxodontomys micropus,8926223,1
Rodentia,Loxodontomys pikumche,4265177,3
Rodentia,Lundomys molitor,4265127,19
Rodentia,Lundomys molitor,5219710,1
Rodentia,Macrotarsomys bastardi,2438489,116
Rodentia,Macrotarsomys bastardi,9028405,33
Rodentia,Macrotarsomys ingens,2438488,5
Rodentia,Macruromys elegans,2439192,2
Rodentia,Macruromys major,2439193,11
Rodentia,Madromys blanfordi,2438731,37
Rodentia,Madromys blanfordi,5786733,1
Rodentia,Makalata didelphoides,2439806,48
Rodentia,Makalata didelphoides,4262960,206
Rodentia,Makalata didelphoides,5219937,2
Rodentia,Makalata didelphoides,8845061,72
Rodentia,Makalata didelphoides,8992512,49
Rodentia,Makalata didelphoides,9853811,1
Rodentia,Makalata didelphoides,10248167,25
Rodentia,Makalata didelphoides,10435241,1
Rodentia,Makalata didelphoides,10493064,1
Rodentia,Makalata grandis,4262964,13
Rodentia,Makalata grandis,5219922,134
Rodentia,Makalata grandis,5786582,5
Rodentia,Makalata grandis,11054167,1
Rodentia,Makalata macrura,4262962,47
Rodentia,Makalata macrura,10039887,2
Rodentia,Makalata occasius,4262963,3
Rodentia,Makalata occasius,5786575,2
Rodentia,Makalata occasius,5786576,111
Rodentia,Makalata rhipidura,4262961,5
Rodentia,Makalata rhipidura,5219919,18
Rodentia,Makalata rhipidura,9832004,3
Rodentia,Makalata rhipidura,10471044,5
Rodentia,Malacomys cansdalei,2439146,105
Rodentia,Malacomys cansdalei,9871333,1
Rodentia,Malacomys cansdalei,10417525,6
Rodentia,Malacomys edwardsi,2439144,1129
Rodentia,Malacomys longipes,2439147,1997
Rodentia,Malacomys longipes,10265800,1
Rodentia,Malacothrix typica,5219707,335
Rodentia,Malacothrix typica,8848826,1
Rodentia,Mallomys aroaensis,2439097,8
Rodentia,Mallomys gunung,2439098,2
Rodentia,Mallomys istapantap,2439099,25
Rodentia,Mallomys rothschildi,2439100,200
Rodentia,Malpaisomys insularis,2439032,6
Rodentia,Mammelomys lanosus,2438994,1
Rodentia,Mammelomys lanosus,4264954,83
Rodentia,Mammelomys rattoides,2438997,38
Rodentia,Mammelomys rattoides,4264955,18
Rodentia,Maquiamys praecursor,10712705,1
Rodentia,Marfilomys aewoodi,4973137,1
Rodentia,Margaretamys beccarii,2438959,35
Rodentia,Margaretamys christinae,7561739,1
Rodentia,Margaretamys elegans,2438958,25
Rodentia,Margaretamys parvus,2438960,20
Rodentia,Marmota baibacina,4263704,12
Rodentia,Marmota baibacina,4263718,1
Rodentia,Marmota baibacina,5786637,4
Rodentia,Marmota baibacina,8911743,15
Rodentia,Marmota baibacina,10499517,1
Rodentia,Marmota bobak,2437375,152
Rodentia,Marmota bobak,7261550,36
Rodentia,Marmota broweri,2437373,202
Rodentia,Marmota caligata,2437378,699
Rodentia,Marmota caligata,4263690,100
Rodentia,Marmota caligata,4263693,106
Rodentia,Marmota caligata,6163581,5
Rodentia,Marmota caligata,6163582,7
Rodentia,Marmota caligata,7194078,181
Rodentia,Marmota caligata,8543778,2
Rodentia,Marmota caligata,9048348,23
Rodentia,Marmota caligata,9204834,26
Rodentia,Marmota camtschatica,2437376,3
Rodentia,Marmota camtschatica,4263715,1
Rodentia,Marmota camtschatica,5786632,1
Rodentia,Marmota camtschatica,9860247,1
Rodentia,Marmota caudata,2437366,34
Rodentia,Marmota caudata,4263702,28
Rodentia,Marmota caudata,4263717,12
Rodentia,Marmota caudata,10254667,1
Rodentia,Marmota flaviventris,2437369,726
Rodentia,Marmota flaviventris,4263691,288
Rodentia,Marmota flaviventris,4263692,347
Rodentia,Marmota flaviventris,4263694,77
Rodentia,Marmota flaviventris,4263695,1
Rodentia,Marmota flaviventris,4263697,443
Rodentia,Marmota flaviventris,4263698,52
Rodentia,Marmota flaviventris,7261545,246
Rodentia,Marmota flaviventris,8735573,12
Rodentia,Marmota flaviventris,8751313,27
Rodentia,Marmota flaviventris,9121475,45
Rodentia,Marmota flaviventris,9139172,133
Rodentia,Marmota flaviventris,9278456,1
Rodentia,Marmota flaviventris,10804083,2
Rodentia,Marmota himalayana,2437371,28
Rodentia,Marmota himalayana,4263705,17
Rodentia,Marmota himalayana,4263720,32
Rodentia,Marmota himalayana,10103707,5
Rodentia,Marmota himalayana,10904830,2
Rodentia,Marmota kastschenkoi,4263713,1
Rodentia,Marmota marmota,2437377,388
Rodentia,Marmota marmota,4263706,72
Rodentia,Marmota marmota,9715464,4
Rodentia,Marmota menzbieri,2437367,3
Rodentia,Marmota menzbieri,4263699,1
Rodentia,Marmota monax,2437368,1896
Rodentia,Marmota monax,4263701,207
Rodentia,Marmota monax,4263710,759
Rodentia,Marmota monax,4263716,27
Rodentia,Marmota monax,7261548,378
Rodentia,Marmota monax,8497054,3
Rodentia,Marmota monax,8842821,114
Rodentia,Marmota monax,8933219,15
Rodentia,Marmota monax,8963450,17
Rodentia,Marmota monax,9181554,321
Rodentia,Marmota monax,9214106,12
Rodentia,Marmota monax,9513157,24
Rodentia,Marmota monax,10033398,4
Rodentia,Marmota olympus,2437374,86
Rodentia,Marmota sibirica,2437372,39
Rodentia,Marmota sibirica,4263703,4
Rodentia,Marmota sibirica,7261549,10
Rodentia,Marmota sibirica,10184029,6
Rodentia,Marmota vancouverensis,2437365,48
Rodentia,Marmota vancouverensis,10428716,2
Rodentia,Massoutiera mzabi,2439821,58
Rodentia,Mastacomys fuscus,4264849,408
Rodentia,Mastacomys fuscus,5219803,5
Rodentia,Mastacomys fuscus,7408926,1
Rodentia,Mastomys awashensis,4264821,6
Rodentia,Mastomys coucha,2438907,1502
Rodentia,Mastomys coucha,9096470,11
Rodentia,Mastomys coucha,9534593,1
Rodentia,Mastomys coucha,10159310,53
Rodentia,Mastomys erythroleucus,2438912,3473
Rodentia,Mastomys erythroleucus,9915766,1
Rodentia,Mastomys erythroleucus,10128441,9
Rodentia,Mastomys erythroleucus,10310288,4
Rodentia,Mastomys erythroleucus,10555424,2
Rodentia,Mastomys erythroleucus,10717995,1
Rodentia,Mastomys erythroleucus,10797470,1
Rodentia,Mastomys erythroleucus,10893602,1
Rodentia,Mastomys huberti,4264823,577
Rodentia,Mastomys huberti,9827609,3
Rodentia,Mastomys huberti,10461851,5
Rodentia,Mastomys huberti,10466617,3
Rodentia,Mastomys kollmannspergeri,2438910,188
Rodentia,Mastomys kollmannspergeri,4264822,133
Rodentia,Mastomys kollmannspergeri,10216913,6
Rodentia,Mastomys natalensis,2438359,21
Rodentia,Mastomys natalensis,2438906,43
Rodentia,Mastomys natalensis,2438911,26918
Rodentia,Mastomys natalensis,8091553,1
Rodentia,Mastomys natalensis,9045724,11
Rodentia,Mastomys natalensis,10066242,9
Rodentia,Mastomys natalensis,10221615,275
Rodentia,Mastomys natalensis,10618123,13
Rodentia,Mastomys pernanus,2438908,34
Rodentia,Mastomys shortridgei,2438905,34
Rodentia,Maxomys alticola,2438849,84
Rodentia,Maxomys baeodon,2438839,2
Rodentia,Maxomys bartelsii,2438844,381
Rodentia,Maxomys bartelsii,10128949,2
Rodentia,Maxomys bartelsii,10158789,32
Rodentia,Maxomys dollmani,2438850,22
Rodentia,Maxomys hellwaldii,2438840,714
Rodentia,Maxomys hylomyoides,2438851,21
Rodentia,Maxomys inas,2438841,18
Rodentia,Maxomys inflatus,2438845,1
Rodentia,Maxomys moi,2438852,54
Rodentia,Maxomys moi,9915269,9
Rodentia,Maxomys moi,10373250,1
Rodentia,Maxomys musschenbroekii,2438842,516
Rodentia,Maxomys ochraceiventer,2438846,64
Rodentia,Maxomys ochraceiventer,10554910,7
Rodentia,Maxomys pagensis,2438853,49
Rodentia,Maxomys panglima,2438843,191
Rodentia,Maxomys rajah,2438847,409
Rodentia,Maxomys rajah,10252146,1
Rodentia,Maxomys rajah,10431238,47
Rodentia,Maxomys surifer,2438837,1927
Rodentia,Maxomys surifer,9885373,4
Rodentia,Maxomys surifer,10008255,18
Rodentia,Maxomys surifer,10035907,36
Rodentia,Maxomys surifer,10279924,1
Rodentia,Maxomys surifer,10403333,23
Rodentia,Maxomys surifer,10524891,7
Rodentia,Maxomys surifer,10648654,3
Rodentia,Maxomys surifer,10675392,9
Rodentia,Maxomys surifer,10798802,6
Rodentia,Maxomys surifer,10840090,11
Rodentia,Maxomys surifer,10850874,11
Rodentia,Maxomys tajuddinii,10727712,1
Rodentia,Maxomys wattsi,2438848,14
Rodentia,Maxomys whiteheadi,2438838,914
Rodentia,Maxomys whiteheadi,9857744,42
Rodentia,Maxomys whiteheadi,10101219,3
Rodentia,Maxomys whiteheadi,10186533,7
Rodentia,Maxomys whiteheadi,10497043,3
Rodentia,Megacricetodon yei,8486810,2
Rodentia,Megadendromus nikolausi,2439333,1
Rodentia,Megadontomys cryophilus,2438696,451
Rodentia,Megadontomys nelsoni,2438697,72
Rodentia,Megadontomys thomasi,2438695,495
Rodentia,Megalomys camerhogne,11160809,2
Rodentia,Megalomys desmarestii,5219829,6
Rodentia,Megalomys desmarestii,8083148,2
Rodentia,Megaoryzomys curioi,4265033,8
Rodentia,Melanomys caliginosus,5219852,2127
Rodentia,Melanomys caliginosus,8133657,1
Rodentia,Melanomys caliginosus,9013432,19
Rodentia,Melanomys caliginosus,9921690,3
Rodentia,Melanomys caliginosus,10561371,1
Rodentia,Melanomys caliginosus,10738362,1
Rodentia,Melanomys chrysomelas,10868104,5
Rodentia,Melanomys robustulus,5219850,14
Rodentia,Melanomys zunigae,5219851,2
Rodentia,Melasmothrix naso,2438699,43
Rodentia,Melomys aerosus,2438992,5
Rodentia,Melomys aerosus,7446656,1
Rodentia,Melomys bannisteri,4264959,1
Rodentia,Melomys bougainville,2438999,5
Rodentia,Melomys burtoni,2439007,2192
Rodentia,Melomys burtoni,4828244,1
Rodentia,Melomys burtoni,4828248,1
Rodentia,Melomys burtoni,4828249,1
Rodentia,Melomys burtoni,8828914,1
Rodentia,Melomys capensis,2438993,338
Rodentia,Melomys cervinipes,2439000,1662
Rodentia,Melomys cervinipes,4828254,1
Rodentia,Melomys cervinipes,8886562,7
Rodentia,Melomys cervinipes,9131580,12
Rodentia,Melomys cervinipes,9166195,141
Rodentia,Melomys cooperae,4264960,1
Rodentia,Melomys dollmani,4264963,5
Rodentia,Melomys fraterculus,2439001,1
Rodentia,Melomys fraterculus,8396563,1
Rodentia,Melomys fulgens,7552927,2
Rodentia,Melomys leucogaster,2439002,96
Rodentia,Melomys lutillus,4264965,291
Rodentia,Melomys lutillus,8921321,1
Rodentia,Melomys matambuai,4264969,2
Rodentia,Melomys paveli,4264966,1
Rodentia,Melomys rubicola,2439012,48
Rodentia,Melomys rufescens,2438998,794
Rodentia,Melomys rufescens,2439009,7
Rodentia,Menetes berdmorei,2437409,185
Rodentia,Menetes berdmorei,4263520,4
Rodentia,Menetes berdmorei,4263522,9
Rodentia,Menetes berdmorei,4263523,6
Rodentia,Menetes berdmorei,4263524,193
Rodentia,Menetes berdmorei,4263525,20
Rodentia,Menetes berdmorei,7261523,13
Rodentia,Menetes berdmorei,10463847,1
Rodentia,Meriones arimalius,5219723,9
Rodentia,Meriones chengi,5219712,2
Rodentia,Meriones crassus,5219724,1485
Rodentia,Meriones crassus,8367116,1
Rodentia,Meriones crassus,8972052,16
Rodentia,Meriones crassus,9125379,8
Rodentia,Meriones crassus,10708196,1
Rodentia,Meriones grandis,5706750,588
Rodentia,Meriones grandis,10698677,1
Rodentia,Meriones hurrianae,5219718,396
Rodentia,Meriones libycus,5219725,2616
Rodentia,Meriones libycus,5786747,1
Rodentia,Meriones libycus,7441861,3
Rodentia,Meriones libycus,7557633,1
Rodentia,Meriones libycus,9149325,1
Rodentia,Meriones libycus,9783211,1
Rodentia,Meriones libycus,10279420,4
Rodentia,Meriones libycus,10403827,14
Rodentia,Meriones libycus,10749744,4
Rodentia,Meriones meridianus,5219713,844
Rodentia,Meriones meridianus,7391981,10
Rodentia,Meriones meridianus,10008775,6
Rodentia,Meriones meridianus,10252656,7
Rodentia,Meriones meridianus,10430733,43
Rodentia,Meriones persicus,5219719,811
Rodentia,Meriones persicus,8889934,1
Rodentia,Meriones persicus,9066227,1
Rodentia,Meriones persicus,10899725,1
Rodentia,Meriones rex,5219726,78
Rodentia,Meriones rex,10807174,1
Rodentia,Meriones sacramenti,5219714,94
Rodentia,Meriones shawi,5219720,1191
Rodentia,Meriones shawi,8319247,1
Rodentia,Meriones shawi,10883843,1
Rodentia,Meriones tamariscinus,5219727,110
Rodentia,Meriones tamariscinus,8821695,2
Rodentia,Meriones tamariscinus,10649156,13
Rodentia,Meriones tristrami,5219715,604
Rodentia,Meriones tristrami,7369685,5
Rodentia,Meriones tristrami,10858247,1
Rodentia,Meriones unguiculatus,5219721,1257
Rodentia,Meriones unguiculatus,5786744,7
Rodentia,Meriones unguiculatus,10035398,35
Rodentia,Meriones vinogradovi,5219716,237
Rodentia,Meriones vinogradovi,10724128,1
Rodentia,Meriones zarudnyi,5219722,2
Rodentia,Mesembriomys gouldii,2438496,222
Rodentia,Mesembriomys gouldii,8721325,4
Rodentia,Mesembriomys gouldii,8943891,1
Rodentia,Mesembriomys macrurus,2438497,90
Rodentia,Mesocapromys angelcabrerai,2437643,1
Rodentia,Mesocapromys auritus,2437645,2
Rodentia,Mesocapromys melanurus,2437663,3
Rodentia,Mesocapromys melanurus,4263064,23
Rodentia,Mesocapromys melanurus,5786785,20
Rodentia,Mesocapromys nanus,2437642,9
Rodentia,Mesocricetus auratus,2438482,537
Rodentia,Mesocricetus auratus,10107649,9
Rodentia,Mesocricetus brandti,2438484,80
